Table S11: Differential expression test results for amphid vs. phasmid sheath cells. ,,,,,
gene_id,symbol,q-value,amphid TPM,phasmid TPM,"moderated log2
(amphid / phasmid)"
WBGene00019960,ztf-16,0.0626248824750681,368.856,722.109,-0.965
WBGene00012929,rsks-1,0.062926887942659,61.762,215.969,-1.783
WBGene00015281,C01B10.7,0.0630990721217582,273.638,43.420,2.623
WBGene00007574,C14B1.3,0.0639948968452995,24.831,74.272,-1.524
WBGene00015709,cyp-33A1,0.0640302817524032,22.921,144.155,-2.591
WBGene00017138,EEED8.10,0.0641533584272135,86.021,348.681,-2.002
WBGene00019289,kcc-3,0.0648978172986528,2809.485,1975.647,0.507
WBGene00003040,lin-59,0.0658797360541846,135.264,255.925,-0.909
WBGene00020102,R148.3,0.0662061802331177,74.507,146.958,-0.961
WBGene00009574,F40E10.6,0.0663463077113181,59.729,271.830,-2.162
WBGene00000376,ccr-4,0.0663494264639725,132.355,269.015,-1.012
WBGene00004435,rpl-23,0.0664092885345063,2088.565,1412.932,0.563
WBGene00019090,F59A7.2,0.0664092885345063,1107.012,1552.269,-0.486
WBGene00010130,vha-14,0.0672809820834628,263.218,683.743,-1.372
WBGene00001502,ftt-2,0.0675580602726306,541.097,978.103,-0.851
WBGene00007352,cdc-48.1,0.0675580602726306,251.495,565.980,-1.164
WBGene00021629,scpl-3,0.0675580602726306,11.399,124.880,-3.332
WBGene00002783,let-607,0.0677066731712682,415.378,743.633,-0.837
WBGene00019092,F59A7.5,0.0702939132153704,2709.696,1038.074,1.383
WBGene00003084,lst-2,0.07100935891153,117.596,0.000,6.878
WBGene00019655,K11G9.5,0.071077449486212,174.586,24.235,2.790
WBGene00006773,unc-37,0.0712149378336357,26.977,174.613,-2.642
WBGene00009254,capg-1,0.0712149378336357,55.682,321.680,-2.505
WBGene00001508,fut-8,0.0715015960190829,85.879,121.391,-0.483
WBGene00014057,ZK673.1,0.0715015960190829,98.173,0.000,6.617
WBGene00000550,clu-1,0.0723734468296453,67.329,246.552,-1.851
WBGene00002000,hrp-2,0.0723734468296453,145.352,172.536,-0.237
WBGene00010732,K10C3.5,0.0723734468296453,78.058,95.873,-0.278
WBGene00013703,Y106G6D.7,0.0723734468296453,19.408,97.144,-2.251
WBGene00044294,C01B10.11,0.0723734468296453,16.818,27.371,-0.619
WBGene00006307,suf-1,0.0738911350202584,20.654,102.168,-2.238
WBGene00013808,sfa-1,0.0741812929831228,57.939,138.907,-1.237
WBGene00016321,tppp-1,0.0756449950197447,20.666,79.467,-1.875
WBGene00007058,dmd-6,0.0758294693090491,55.032,71.495,-0.352
WBGene00009825,F47G4.4,0.0758294693090491,95.393,291.900,-1.598
WBGene00011308,R186.7,0.0758294693090491,28.365,151.400,-2.366
WBGene00013718,Y106G6H.5,0.0758294693090491,10.516,175.812,-3.932
WBGene00018610,F48E8.3,0.0766988033866412,62.288,47.630,0.357
WBGene00001851,hif-1,0.0772040238268727,168.946,226.458,-0.414
WBGene00001042,dnj-24,0.0772342290424538,80.847,239.957,-1.552
WBGene00002994,lin-5,0.0772342290424538,16.555,57.124,-1.702
WBGene00020779,T24G10.2,0.0772342290424538,42.847,287.054,-2.711
WBGene00003367,mix-1,0.0789282253826698,59.055,303.913,-2.339
WBGene00014055,ZK669.5,0.0789611824376201,307.801,56.155,2.429
WBGene00006604,tra-1,0.0792103376388739,68.862,295.790,-2.082
WBGene00001509,fzo-1,0.0803261405656332,25.932,161.948,-2.588
WBGene00008064,C41G7.7,0.0803261405656332,40.210,54.243,-0.396
WBGene00001860,him-1,0.0811549363994994,97.061,3.573,4.408
WBGene00003952,pbs-6,0.0811599105601791,51.267,28.009,0.822
WBGene00010742,K10D6.2,0.0812353593825361,37.693,149.270,-1.948
WBGene00004370,rig-3,0.0815597967784441,247.864,48.563,2.322
WBGene00013459,Y67A10A.10,0.0816470143473295,2344.815,1485.713,0.657
WBGene00012343,W08E3.2,0.0822750176763049,73.271,269.397,-1.859
WBGene00015553,trxr-1,0.0833980072319613,165.926,236.702,-0.504
WBGene00006933,vps-35,0.0834259678900344,50.326,179.102,-1.803
WBGene00001193,egl-26,0.083844741087712,44.716,116.869,-1.354
WBGene00003635,nhr-45,0.083844741087712,69.949,98.415,-0.472
WBGene00020095,R144.5,0.0845092147996871,14.105,83.749,-2.471
WBGene00001489,frm-2,0.08528892799237,90.948,0.000,6.507
WBGene00000458,ceh-37,0.0854018348145362,174.992,24.235,2.794
WBGene00021903,Y55B1AL.1,0.0859308309164162,61.410,222.224,-1.832
WBGene00000508,cit-1.2,0.0868732114956398,27.469,77.531,-1.445
WBGene00021870,samt-1,0.0868732114956398,12.379,57.562,-2.105
WBGene00001491,frm-4,0.0874686711651499,75.764,325.806,-2.086
WBGene00004859,sma-5,0.0874686711651499,137.519,432.669,-1.643
WBGene00004929,soc-2,0.0884613320428733,325.224,784.616,-1.266
WBGene00002147,ire-1,0.0885104868524015,172.975,29.104,2.523
WBGene00001131,dys-1,0.089187214585215,256.157,398.842,-0.633
WBGene00004046,plp-1,0.089187214585215,87.288,194.695,-1.141
WBGene00004855,sma-1,0.089187214585215,720.601,1141.633,-0.662
WBGene00011696,eea-1,0.089187214585215,95.301,358.603,-1.897
WBGene00015927,dyci-1,0.089187214585215,48.925,263.580,-2.400
WBGene00016630,acer-1,0.089187214585215,530.747,960.455,-0.853
WBGene00004873,smc-3,0.0898132721029944,18.770,176.080,-3.155
WBGene00005006,spr-1,0.0899311806030093,26.310,31.156,-0.190
WBGene00005010,spr-5,0.0899311806030093,26.910,179.721,-2.687
WBGene00017066,maco-1,0.0903393402266971,145.167,225.268,-0.624
WBGene00013379,Y62E10A.13,0.0907462079739874,553.035,1291.800,-1.221
WBGene00021941,lgc-33,0.0907462079739874,95.713,0.000,6.581
WBGene00007207,B0564.7,0.0907672940613649,15.050,89.572,-2.480
WBGene00010942,chch-3,0.0907672940613649,13.445,70.047,-2.278
WBGene00004946,sop-3,0.0910385737460436,90.382,381.807,-2.063
WBGene00011263,R13H4.5,0.0910385737460436,60.143,178.296,-1.544
WBGene00013001,Y48E1B.2,0.0910385737460436,30.770,207.006,-2.704
WBGene00021562,nuo-5,0.0910385737460436,72.972,89.308,-0.272
WBGene00015161,pho-5,0.0922993517629091,94.649,0.000,6.565
WBGene00001575,gei-18,0.0926816459412751,268.761,49.891,2.401
WBGene00020142,aak-2,0.0926816459412751,35.273,166.538,-2.199
WBGene00001043,dnj-25,0.0930242758001314,93.690,0.000,6.550
WBGene00003657,nhr-67,0.0930242758001314,127.782,0.000,6.998
WBGene00008262,ril-1,0.0930242758001314,237.763,43.701,2.411
WBGene00020735,T23F2.2,0.0930242758001314,112.254,377.168,-1.736
WBGene00020553,T19A5.1,0.0934640420269833,76.181,222.461,-1.527
WBGene00010518,K02E11.9,0.0940875112261841,102.491,0.000,6.679
WBGene00004756,sec-24.2,0.0944279065122288,121.042,348.429,-1.513
WBGene00020009,R11F4.3,0.0944292272004182,417.459,955.862,-1.192
WBGene00017275,F08F8.10,0.0945384581454402,26.527,77.465,-1.493
WBGene00017571,jmjd-3.1,0.0945384581454402,18.894,101.911,-2.357
WBGene00000162,apd-3,0.094592730137422,51.391,86.960,-0.731
WBGene00002696,let-504,0.094592730137422,19.459,197.042,-3.268
WBGene00003011,lin-25,0.094592730137422,10.860,65.982,-2.476
WBGene00003160,mdf-1,0.094592730137422,20.244,162.512,-2.935
WBGene00007900,C33D9.6,0.094592730137422,68.215,120.006,-0.794
WBGene00010345,F59F5.7,0.094592730137422,287.590,569.348,-0.980
WBGene00012765,Y41E3.7,0.094592730137422,97.146,128.540,-0.389
WBGene00016601,acin-1,0.094592730137422,24.154,166.500,-2.727
WBGene00018145,F37C4.5,0.094592730137422,510.165,1139.104,-1.156
WBGene00022178,Y71H2AM.13,0.0955176392981583,61.966,181.046,-1.524
WBGene00012344,ola-1,0.0959326527278224,135.030,64.229,1.050
WBGene00001227,eif-3.D,0.0961287209099198,96.548,5.199,3.961
WBGene00013238,trap-4,0.0961287209099198,110.559,0.000,6.789
WBGene00008480,E04D5.1,0.0961352424659913,36.837,145.904,-1.947
WBGene00006959,xbp-1,0.0970258175992619,294.344,421.705,-0.514
WBGene00017621,F20A1.10,0.0970258175992619,7743.303,5045.510,0.618
WBGene00010967,nduo-5,0.0973902414972259,542.895,981.899,-0.852
WBGene00022048,fln-1,0.0973902414972259,19.978,117.346,-2.484
WBGene00011116,pdcd-2,0.0975285974341404,94.239,106.571,-0.162
WBGene00006924,vig-1,0.0975454053463939,209.700,469.421,-1.156
WBGene00004134,myrf-1,0.0981124667202743,150.046,503.450,-1.737
WBGene00016418,hpo-27,0.0986907842448213,201.978,370.856,-0.870
WBGene00001631,gly-6,0.0988133853245222,486.660,554.646,-0.186
WBGene00008514,F02A9.4,0.0988133853245222,26.092,105.713,-1.964
WBGene00010845,M03C11.8,0.0988133853245222,81.206,223.986,-1.446
WBGene00019940,npp-21,0.0988133853245222,92.893,388.739,-2.050
WBGene00021473,sydn-1,0.0988133853245222,24.728,194.357,-2.917
WBGene00044330,alr-1,0.0988133853245222,32.129,249.782,-2.915
WBGene00006678,twk-25,0.0988865204916412,119.498,253.952,-1.076
WBGene00015680,egal-1,0.0989118570712154,93.038,244.358,-1.378
WBGene00018769,mnat-1,0.0991046105515175,31.321,99.167,-1.617
WBGene00020408,T10D4.6,0.0991046105515175,30.545,169.815,-2.428
WBGene00022046,Y66H1A.4,0.0991046105515175,35.260,76.654,-1.080
WBGene00044990,T25B9.11,0.0991046105515175,115.545,0.000,6.852
WBGene00001325,eor-2,0.0992786360045777,76.430,108.851,-0.491
WBGene00022087,Y69A2AR.16,0.0993745964348082,251.234,60.782,2.024
WBGene00004166,pqn-85,0.0995581014202828,111.642,390.415,-1.793
WBGene00014115,gld-4,0.0995581014202828,20.785,148.387,-2.768
WBGene00015248,mai-2,0.0995581014202828,101.968,0.000,6.672
WBGene00016836,C50F2.2,0.0995581014202828,19.298,215.354,-3.407
WBGene00003826,ntl-3,0.100097271109587,73.341,135.188,-0.863
WBGene00020894,T28D9.1,0.100408337615158,19.138,174.170,-3.113
WBGene00020930,hlh-30,0.100713231225918,278.330,551.822,-0.982
WBGene00012389,Y6B3B.4,0.100716194330905,119.912,182.781,-0.596
WBGene00017891,rgl-1,0.102515260468446,44.307,185.949,-2.037
WBGene00003048,lit-1,0.102717126027538,376.643,510.032,-0.434
WBGene00017800,F25G6.9,0.102717126027538,61.295,219.365,-1.816
WBGene00008099,C44H9.4,0.102823522301132,100.988,0.000,6.658
WBGene00000812,csk-1,0.103128446926725,167.697,222.257,-0.398
WBGene00007546,nhr-153,0.103128446926725,17.860,131.149,-2.798
WBGene00020207,T04B8.5,0.103297258885937,56.197,11.158,2.209
WBGene00012896,snrp-200,0.104037994799921,62.393,228.801,-1.852
WBGene00001974,hmg-4,0.105875192932192,69.065,122.201,-0.802
WBGene00007474,C08H9.15,0.106305828167065,92.130,8.519,3.275
WBGene00012528,pap-1,0.106374180818096,123.139,345.332,-1.476
WBGene00016117,C25H3.8,0.107656334332907,395.270,836.474,-1.078
WBGene00007000,tufm-1,0.108257420714252,34.663,165.722,-2.216
WBGene00015203,B0495.2,0.108257420714252,25.345,158.567,-2.590
WBGene00016889,lst-6,0.108257420714252,144.659,336.760,-1.209
WBGene00017423,F13C5.2,0.108257420714252,30.577,97.885,-1.632
WBGene00000448,pros-1,0.108461948882354,554.092,1109.832,-1.000
WBGene00022114,Y71F9AL.9,0.108461948882354,245.501,419.456,-0.767
WBGene00000100,ajm-1,0.109107280765329,152.278,327.361,-1.095
WBGene00000800,cars-1,0.109131012941039,144.381,335.206,-1.205
WBGene00004874,smc-4,0.109131012941039,18.408,64.397,-1.730
WBGene00006407,lim-9,0.109131012941039,627.503,983.969,-0.647
WBGene00011794,nep-21,0.109131012941039,80.618,0.000,6.333
WBGene00013202,Y54E5A.7,0.109131012941039,19.251,137.598,-2.764
WBGene00001085,dpy-26,0.110656969210108,83.524,3.573,4.191
WBGene00001488,frm-1,0.110656969210108,664.564,1066.817,-0.681
WBGene00003916,par-1,0.11086898185531,944.029,1159.925,-0.296
WBGene00015484,atgl-1,0.110887336769603,53.679,109.847,-1.006
WBGene00001498,fars-3,0.111091488297186,82.506,218.280,-1.386
WBGene00008402,wdfy-2,0.111091488297186,17.852,60.644,-1.686
WBGene00009692,F44E5.5,0.111091488297186,333.604,514.737,-0.621
WBGene00011240,R11A8.7,0.111091488297186,214.874,561.467,-1.379
WBGene00011888,cutl-15,0.111091488297186,205.587,34.234,2.545
WBGene00012803,Y43F4B.5,0.111165754789954,31.331,157.729,-2.286
WBGene00003196,mel-11,0.111681630576853,64.363,223.252,-1.772
WBGene00018847,marc-6,0.111681630576853,73.668,207.798,-1.477
WBGene00007590,ttr-43,0.111858875831117,417.971,172.521,1.268
WBGene00012694,Y39B6A.36,0.111988939875109,19.834,57.108,-1.455
WBGene00019109,F59E11.2,0.111988939875109,194.151,419.192,-1.103
WBGene00002024,hsp-43,0.112121486511534,93.860,244.485,-1.366
WBGene00006437,mrck-1,0.112496877483854,111.250,396.795,-1.822
WBGene00011760,T13H5.6,0.112496877483854,226.607,690.422,-1.601
WBGene00018508,F46F11.1,0.112496877483854,327.497,707.664,-1.107
WBGene00002263,lea-1,0.112568270926935,48.950,137.370,-1.460
WBGene00010302,F59A2.2,0.112871566918437,158.392,265.688,-0.737
WBGene00001812,haf-2,0.113430101203047,76.829,0.000,6.264
WBGene00009584,drap-1,0.114244349723043,147.266,380.983,-1.362
WBGene00004497,rps-28,0.114351828135902,244.839,415.819,-0.758
WBGene00008876,F16A11.1,0.114351828135902,80.336,189.661,-1.221
WBGene00000378,cct-2,0.114352482054687,17.120,105.278,-2.539
WBGene00000396,cdh-4,0.114352482054687,238.367,0.000,7.897
WBGene00004060,pmp-3,0.114352482054687,20.029,69.010,-1.714
WBGene00012354,W09C5.8,0.114352482054687,270.394,123.070,1.124
WBGene00023431,C25E10.13,0.114393617993303,90.131,0.000,6.494
WBGene00002151,irk-3,0.115221377826725,218.976,45.193,2.245
WBGene00014165,puf-12,0.115375919431317,65.108,45.197,0.495
WBGene00005026,sqv-8,0.115788212565566,17.247,126.742,-2.796
WBGene00008110,C46C2.2,0.115788212565566,169.962,381.569,-1.158
WBGene00008624,F09E8.2,0.115788212565566,76.897,0.000,6.265
WBGene00015282,C01B10.8,0.115788212565566,21.553,73.428,-1.703
WBGene00016203,tag-250,0.115788212565566,63.239,0.000,5.983
WBGene00017816,hrpk-1,0.115788212565566,14.697,51.977,-1.727
WBGene00021883,Y54G2A.18,0.115788212565566,102.175,0.000,6.675
WBGene00010006,F53H2.3,0.116220880962617,190.132,419.994,-1.136
WBGene00001086,dpy-27,0.116443701228746,113.460,419.047,-1.872
WBGene00022458,prp-31,0.116503209850668,18.935,60.223,-1.595
WBGene00003627,nhr-34,0.117400267138056,107.764,347.037,-1.674
WBGene00017430,bcl-11,0.11768609955187,168.804,529.098,-1.640
WBGene00000379,cct-4,0.117775182631295,190.530,359.756,-0.909
WBGene00000910,daf-14,0.118633016863393,26.042,175.405,-2.697
WBGene00001055,dpf-2,0.118633016863393,433.614,759.838,-0.806
WBGene00012497,ragc-1,0.119523407792943,76.928,0.000,6.265
WBGene00021078,unc-132,0.119565457625876,104.097,0.000,6.702
WBGene00004057,pmk-3,0.119997452268773,49.713,65.496,-0.369
WBGene00015088,B0252.3,0.119997452268773,197.675,429.931,-1.114
WBGene00020736,T23F2.3,0.119997452268773,59.594,342.776,-2.500
WBGene00018802,F54D8.6,0.12003151721475,48.756,92.527,-0.895
WBGene00001615,glr-4,0.120566871714619,81.434,281.262,-1.771
WBGene00006910,vha-1,0.120802730616835,328.078,504.479,-0.616
WBGene00000018,abl-1,0.120901246327749,247.018,63.373,1.940
WBGene00008430,hgap-2,0.120901246327749,370.485,800.046,-1.107
WBGene00010685,aipl-1,0.120901246327749,32.249,0.000,5.011
WBGene00021934,cct-8,0.120901246327749,53.985,242.414,-2.140
WBGene00022121,cogc-3,0.120901246327749,72.337,52.040,0.448
WBGene00008781,rpoa-2,0.12154220889069,15.490,52.663,-1.675
WBGene00020504,svh-2,0.12154220889069,321.178,514.243,-0.675
WBGene00001574,gei-17,0.121659738050883,141.631,467.751,-1.713
WBGene00000090,age-1,0.122329818315165,18.639,32.311,-0.718
WBGene00001978,hmp-1,0.123083230286028,38.805,169.966,-2.094
WBGene00012759,sup-1,0.123083230286028,29.255,170.029,-2.491
WBGene00013144,Y53C12B.2,0.123083230286028,36.792,184.225,-2.285
WBGene00000881,cyn-5,0.123208563436912,1661.975,615.212,1.431
WBGene00045433,F49D11.10,0.123208563436912,39.414,73.350,-0.860
WBGene00016278,C30H7.2,0.123448606681703,205.574,457.222,-1.146
WBGene00021909,Y55B1BL.1,0.123448606681703,80.257,0.000,6.327
WBGene00021277,Y23H5B.6,0.1240391052106,15.928,117.996,-2.801
WBGene00004914,snr-1,0.125443240461652,16.825,58.715,-1.720
WBGene00012964,Y48A6B.3,0.125443240461652,14.446,90.200,-2.546
WBGene00018701,pccb-1,0.125443240461652,15.068,54.527,-1.763
WBGene00003063,lpd-7,0.125456270405717,67.015,180.829,-1.411
WBGene00007952,C35A5.8,0.125456270405717,55.874,175.552,-1.626
WBGene00000101,aka-1,0.126668882503164,211.472,287.454,-0.436
WBGene00044737,ttr-45,0.127353095820721,237.507,24.966,3.193
WBGene00022522,ZC132.3,0.127508182775167,85.484,0.000,6.418
WBGene00003148,mbf-1,0.127829487770439,57.845,188.553,-1.680
WBGene00003651,nhr-61,0.127829487770439,202.263,239.817,-0.239
WBGene00006472,tag-123,0.127829487770439,323.923,619.769,-0.932
WBGene00011520,nhr-213,0.12785989078802,51.711,232.087,-2.139
WBGene00015454,C04G6.4,0.12785989078802,86.430,169.577,-0.956
WBGene00006934,vps-54,0.128541181681674,90.096,7.146,3.467
WBGene00004726,sas-4,0.128603459757091,16.209,75.247,-2.128
WBGene00001017,dnc-1,0.129210314578576,92.040,249.977,-1.426
WBGene00001747,gsp-1,0.129210314578576,100.474,115.337,-0.185
WBGene00002845,let-711,0.129210314578576,141.904,272.176,-0.929
WBGene00003026,lin-41,0.129210314578576,92.885,421.048,-2.165
WBGene00009161,F26E4.6,0.129210314578576,75.981,5.199,3.616
WBGene00012208,W02D9.2,0.129210314578576,15.358,60.899,-1.896
WBGene00022127,yop-1,0.129210314578576,56.395,41.747,0.400
WBGene00022788,slc-17.7,0.129210314578576,82.863,315.988,-1.914
WBGene00012245,W04D2.6,0.129787634106613,167.600,289.494,-0.780
WBGene00012342,mtr-4,0.130530946612148,37.652,96.866,-1.325
WBGene00010266,dct-18,0.130615653055305,166.967,31.246,2.372
WBGene00000419,ced-5,0.131871047562611,152.644,206.710,-0.428
WBGene00006943,wrm-1,0.132341428048422,69.217,139.986,-0.995
WBGene00001016,dna-2,0.132490009590457,33.970,3.573,2.893
WBGene00010582,K05C4.5,0.132748659756223,18.810,57.234,-1.531
WBGene00009435,F35G2.1,0.133814668144203,22.626,31.175,-0.400
WBGene00011662,T09F3.2,0.133814668144203,20.466,106.957,-2.317
WBGene00002195,kin-9,0.134291380153332,119.501,299.156,-1.312
WBGene00006369,sym-4,0.134291380153332,451.671,658.094,-0.540
WBGene00006514,tdp-1,0.134291380153332,13.782,62.861,-2.088
WBGene00007227,C01G6.5,0.134291380153332,394.721,454.061,-0.198
WBGene00008452,mrps-5,0.134291380153332,35.362,174.507,-2.263
WBGene00011897,scpl-4,0.134291380153332,23.852,89.405,-1.847
WBGene00013354,snx-6,0.134291380153332,56.249,125.337,-1.130
WBGene00020915,nol-5,0.134291380153332,85.534,192.732,-1.155
WBGene00044487,Y54G2A.44,0.134291380153332,15.233,58.134,-1.840
WBGene00008429,D2085.4,0.136995731083395,37.379,121.239,-1.659
WBGene00008926,F17H10.2,0.136995731083395,93.214,5.199,3.910
WBGene00006964,xrn-2,0.13845033337474,34.729,85.768,-1.263
WBGene00019102,F59C12.3,0.140287275294711,29.410,61.344,-1.012
WBGene00009460,ubr-5,0.140553852715997,245.004,443.111,-0.849
WBGene00010260,ddx-17,0.140695436109856,218.891,518.941,-1.239
WBGene00010244,F58D5.5,0.140780910878916,282.606,565.221,-0.995
WBGene00000699,col-125,0.140935487475847,33.329,135.710,-1.983
WBGene00001794,gta-1,0.140935487475847,34.694,135.259,-1.922
WBGene00004931,sod-2,0.140935487475847,19.200,125.732,-2.638
WBGene00006706,ubc-9,0.140935487475847,26.361,97.641,-1.835
WBGene00010629,K07C5.6,0.140935487475847,31.407,152.097,-2.231
WBGene00016981,C56G2.7,0.140935487475847,27.572,112.543,-1.978
WBGene00023497,lin-15B,0.140935487475847,32.802,128.372,-1.925
WBGene00009888,F49E2.5,0.141593963487775,748.271,819.880,-0.130
WBGene00009337,uig-1,0.142221406254232,304.035,822.886,-1.432
WBGene00019748,atg-2,0.142239822492914,204.755,383.066,-0.897
WBGene00020334,epg-7,0.14328025684054,55.042,67.550,-0.269
WBGene00009116,snx-27,0.143571690280604,77.946,141.400,-0.841
WBGene00014093,ZK829.1,0.144251554325313,81.529,0.000,6.349
WBGene00004315,rbd-1,0.144272449363615,27.707,96.416,-1.748
WBGene00004951,spc-1,0.144684149878484,302.751,671.989,-1.146
WBGene00001159,eff-1,0.14489841633855,115.103,199.852,-0.784
WBGene00004422,rpl-11.1,0.14489841633855,71.204,0.000,6.154
WBGene00007786,rmd-2,0.14489841633855,26.040,202.705,-2.906
WBGene00009342,fasn-1,0.14489841633855,423.659,568.715,-0.421
WBGene00003592,nfi-1,0.144938363230954,37.144,52.204,-0.453
WBGene00018007,F33D11.10,0.144938363230954,30.357,136.535,-2.122
WBGene00001093,drp-1,0.145086774153282,30.818,138.532,-2.122
WBGene00006595,top-1,0.145425725807828,104.490,225.544,-1.096
WBGene00006635,tsp-9,0.145425725807828,49.170,61.923,-0.304
WBGene00015278,C01B10.3,0.145425725807828,75.298,0.000,6.235
WBGene00001029,dnj-11,0.14599088639844,56.981,209.822,-1.856
WBGene00001032,dnj-14,0.146959808790669,26.924,91.920,-1.719
WBGene00001230,eif-3.G,0.148803337267799,85.212,0.000,6.413
WBGene00004927,snx-1,0.149402537800391,47.065,155.306,-1.692
WBGene00022667,ZK154.5,0.149402537800391,46.451,178.452,-1.911
WBGene00007339,C05D12.1,0.149730847568144,73.797,0.000,6.205
WBGene00019074,cpd-1,0.149730847568144,127.644,89.517,0.496
WBGene00018849,F55A3.3,0.149869085221407,43.395,165.109,-1.895
WBGene00022475,Y119C1B.10,0.149869085221407,17.880,115.345,-2.611
WBGene00003625,nhr-31,0.150961441840303,592.520,1291.619,-1.122
WBGene00000148,aph-2,0.150977802738627,33.008,107.942,-1.666
WBGene00009190,F27D4.6,0.151145438944359,34.901,184.182,-2.359
WBGene00010560,iftb-1,0.151145438944359,82.169,233.980,-1.492
