Table S7: Differential expression test results for the identification of cell type enriched genes. ,,,,,,,,
gene_id,symbol,max.cell.type,max.cell.type.expr,cell.type.2,cell.type.2.expr,ratio,pval,qval
WBGene00003174,mec-10,Touch_receptor_neurons,3192.67,Other_interneurons,153.71,20.64,2.21E-40,1.94E-38
WBGene00009433,F35E12.9,Intestine,622.31,Pharyngeal_epithelia,11.43,50.06,2.52E-40,2.20E-38
WBGene00011806,ekl-6,Distal_tip_cells,1385.70,Germline,115.53,11.89,2.53E-40,2.20E-38
WBGene00219271,F36H5.14,Intestine,253.30,Germline,0.00,253.30,2.66E-40,2.31E-38
WBGene00018351,F42G2.2,Intestine,497.79,Cholinergic_neurons,6.24,68.78,3.94E-40,3.40E-38
WBGene00006597,tor-1,Am/PH_sheath_cells,260.54,Body_wall_muscle,0.05,248.93,7.75E-40,6.65E-38
WBGene00003165,mec-1,Touch_receptor_neurons,16304.19,Oxygen_sensory_neurons,2005.05,8.13,8.92E-40,7.63E-38
WBGene00009958,madd-4,GABAergic_neurons,10830.77,Cholinergic_neurons,2442.34,4.43,1.06E-39,9.00E-38
WBGene00000785,cpr-5,Intestine,1213.60,Pharyngeal_muscle,23.31,49.92,1.15E-39,9.73E-38
WBGene00011644,T09B9.3,Ciliated_sensory_neurons,487.49,Non-seam_hypodermis,2.80,128.22,2.08E-39,1.76E-37
WBGene00022191,Y71H2B.1,Canal_associated_neurons,2621.91,Sex_myoblasts,6.52,348.43,2.82E-39,2.37E-37
WBGene00020855,hpo-36,Socket_cells,1492.55,Seam_cells,244.39,6.08,5.00E-39,4.19E-37
WBGene00045208,F13E9.15,Ciliated_sensory_neurons,2249.10,Am/PH_sheath_cells,122.31,18.24,6.01E-39,5.01E-37
WBGene00000834,cua-1,flp-1(+)_interneurons,6479.55,Other_interneurons,578.02,11.19,6.04E-39,5.01E-37
WBGene00020054,R13D7.2,Am/PH_sheath_cells,4808.92,Distal_tip_cells,7.27,581.58,7.38E-39,6.09E-37
WBGene00018271,F41C3.5,Body_wall_muscle,4400.41,Intestinal/rectal_muscle,162.47,26.92,7.40E-39,6.09E-37
WBGene00000727,col-154,Non-seam_hypodermis,3633.95,Seam_cells,1586.62,2.29,8.52E-39,6.99E-37
WBGene00021893,ndnf-1,Body_wall_muscle,579.71,Cholinergic_neurons,45.68,12.42,1.00E-38,8.17E-37
WBGene00006611,tre-5,Am/PH_sheath_cells,554.77,Non-seam_hypodermis,12.75,40.34,1.27E-38,1.04E-36
WBGene00020242,phat-5,Pharyngeal_gland,1801.83,Pharyngeal_muscle,24.18,71.56,6.74E-38,5.46E-36
WBGene00016628,slc-36.5,Non-seam_hypodermis,135.87,Body_wall_muscle,3.57,29.75,7.02E-38,5.67E-36
WBGene00019090,F59A7.2,Am/PH_sheath_cells,1195.69,Socket_cells,21.30,53.61,1.04E-37,8.37E-36
WBGene00010904,ugt-62,Intestine,511.86,Coelomocytes,21.66,22.59,1.10E-37,8.85E-36
WBGene00019247,syp-4,Germline,357.09,Ciliated_sensory_neurons,6.73,46.22,1.35E-37,1.08E-35
WBGene00044316,F41G3.21,Pharyngeal_gland,1745.90,Pharyngeal_muscle,38.28,44.45,1.37E-37,1.09E-35
WBGene00009158,F26E4.3,Cholinergic_neurons,1410.49,Non-seam_hypodermis,234.58,5.99,1.50E-37,1.19E-35
WBGene00016732,phat-1,Pharyngeal_gland,1788.39,Pharyngeal_neurons,52.64,33.34,1.75E-37,1.38E-35
WBGene00021532,Y42G9A.2,Am/PH_sheath_cells,1416.94,Pharyngeal_neurons,23.77,57.21,2.20E-37,1.73E-35
WBGene00020563,T19C3.5,Coelomocytes,1703.29,Pharyngeal_neurons,55.62,30.08,2.39E-37,1.87E-35
WBGene00012947,Y47H9C.1,Intestine,208.62,Seam_cells,0.22,171.11,2.97E-37,2.31E-35
WBGene00008203,clec-198,Am/PH_sheath_cells,465.25,Non-seam_hypodermis,1.72,171.24,3.08E-37,2.39E-35
WBGene00010200,F57C7.4,Ciliated_sensory_neurons,1078.87,Vulval_precursors,7.52,126.66,5.78E-37,4.47E-35
WBGene00013489,col-42,Seam_cells,1565.10,Non-seam_hypodermis,507.39,3.08,7.11E-37,5.48E-35
WBGene00015400,cyp-35A2,Intestine,191.12,Body_wall_muscle,0.57,121.56,8.21E-37,6.30E-35
WBGene00006766,unc-30,GABAergic_neurons,1530.30,Ciliated_sensory_neurons,28.08,52.63,9.46E-37,7.23E-35
WBGene00002254,lbp-2,Intestinal/rectal_muscle,2261.76,Body_wall_muscle,593.37,3.81,1.00E-36,7.65E-35
WBGene00000081,ads-1,Intestine,1145.84,Socket_cells,38.53,28.99,1.02E-36,7.78E-35
WBGene00008944,F19B2.5,Intestine,2066.77,Canal_associated_neurons,76.77,26.57,1.17E-36,8.82E-35
WBGene00010351,cbd-1,Germline,1248.09,Oxygen_sensory_neurons,72.37,17.01,2.77E-36,2.09E-34
WBGene00044636,B0393.9,Coelomocytes,373.68,Non-seam_hypodermis,3.96,75.34,4.97E-36,3.73E-34
WBGene00021832,Y54E10A.12,Germline,221.25,Coelomocytes,8.92,22.30,1.87E-35,1.40E-33
WBGene00006586,tni-4,Pharyngeal_muscle,1515.79,Touch_receptor_neurons,30.88,47.54,2.09E-35,1.56E-33
WBGene00006685,twk-33,Excretory_cells,2362.06,Socket_cells,61.22,37.96,2.58E-35,1.91E-33
WBGene00011880,T21B6.3,Body_wall_muscle,1948.78,Oxygen_sensory_neurons,225.10,8.62,2.69E-35,1.99E-33
WBGene00013327,Y57G11C.38,Am/PH_sheath_cells,1423.49,Oxygen_sensory_neurons,35.25,39.26,5.36E-35,3.95E-33
WBGene00011087,R07B7.2,Germline,362.97,Pharyngeal_epithelia,10.60,31.30,9.01E-35,6.62E-33
WBGene00003958,pcp-3,Intestine,455.28,Cholinergic_neurons,6.81,58.29,1.06E-34,7.73E-33
WBGene00194869,K01A6.8,Am/PH_sheath_cells,278.99,Germline,0.33,209.00,1.71E-34,1.25E-32
WBGene00008681,scrm-4,Ciliated_sensory_neurons,395.04,Germline,65.05,5.98,1.90E-34,1.38E-32
WBGene00011019,R05A10.2,Am/PH_sheath_cells,4224.26,Excretory_cells,134.91,31.08,2.88E-34,2.08E-32
WBGene00018069,F35H10.3,Excretory_cells,1648.33,Pharyngeal_epithelia,45.76,35.25,3.43E-34,2.47E-32
WBGene00019779,M60.2,Intestine,566.42,Ciliated_sensory_neurons,23.73,22.90,5.57E-34,4.01E-32
WBGene00016468,C36B7.5,Socket_cells,2001.91,Other_interneurons,79.66,24.82,5.91E-34,4.23E-32
WBGene00004044,plk-3,Germline,743.21,Touch_receptor_neurons,16.63,42.15,1.09E-33,7.80E-32
WBGene00022161,Y71G12B.26,Pharyngeal_gland,1568.55,Pharyngeal_muscle,43.59,35.18,1.79E-33,1.27E-31
WBGene00000022,abt-4,Intestine,876.65,Pharyngeal_muscle,12.33,65.77,1.88E-33,1.33E-31
WBGene00022048,fln-1,Germline,1946.76,Body_wall_muscle,1279.48,1.52,2.05E-33,1.45E-31
WBGene00012531,Y32F6B.1,Intestine,1143.15,Pharyngeal_muscle,43.11,25.91,5.45E-33,3.84E-31
WBGene00016219,C29F9.4,Intestine,388.50,Non-seam_hypodermis,3.85,80.05,8.99E-33,6.30E-31
WBGene00010940,M163.8,Pharyngeal_gland,793.41,Ciliated_sensory_neurons,8.48,83.66,9.48E-33,6.63E-31
WBGene00000822,csq-1,Body_wall_muscle,2572.76,Intestinal/rectal_muscle,443.70,5.79,1.79E-32,1.25E-30
WBGene00002041,hum-8,Intestine,1269.31,Pharyngeal_muscle,69.69,17.96,2.27E-32,1.58E-30
WBGene00044389,C27D6.12,Am/PH_sheath_cells,1590.69,Socket_cells,97.85,16.09,2.74E-32,1.89E-30
WBGene00008654,F10F2.2,Intestine,530.37,Cholinergic_neurons,27.25,18.77,2.86E-32,1.97E-30
WBGene00019650,K11D12.11,Intestinal/rectal_muscle,857.23,Pharyngeal_epithelia,34.77,23.96,5.69E-32,3.91E-30
WBGene00001692,grd-3,Seam_cells,664.66,Socket_cells,10.23,59.18,6.83E-32,4.68E-30
WBGene00015142,B0310.6,Pharyngeal_gland,1882.08,Pharyngeal_muscle,28.45,63.90,8.81E-32,6.01E-30
WBGene00016559,C41A3.2,Canal_associated_neurons,2876.93,Ciliated_sensory_neurons,209.13,13.69,1.07E-31,7.25E-30
WBGene00017052,D2024.4,Socket_cells,1004.24,Pharyngeal_epithelia,22.59,42.57,2.14E-31,1.45E-29
WBGene00011484,T05E11.8,Am/PH_sheath_cells,1065.68,Touch_receptor_neurons,26.42,38.86,3.50E-31,2.36E-29
WBGene00013387,Y62F5A.9,Pharyngeal_gland,1570.27,Canal_associated_neurons,15.97,92.53,4.74E-31,3.19E-29
WBGene00000610,col-33,Socket_cells,980.59,Pharyngeal_epithelia,31.53,30.14,5.12E-31,3.44E-29
WBGene00020128,R193.2,Intestine,1413.80,flp-1(+)_interneurons,38.49,35.81,6.72E-31,4.49E-29
WBGene00000895,dac-1,Ciliated_sensory_neurons,507.20,Seam_cells,93.68,5.36,7.61E-31,5.07E-29
WBGene00007605,asp-10,Intestine,1256.60,flp-1(+)_interneurons,15.72,75.16,9.26E-31,6.15E-29
WBGene00008607,F09B12.3,Intestine,907.35,Other_interneurons,57.74,15.45,1.18E-30,7.83E-29
WBGene00011261,nphp-4,Ciliated_sensory_neurons,1547.82,Somatic_gonad_precursors,68.68,22.21,1.67E-30,1.10E-28
WBGene00009056,F22D6.15,Am/PH_sheath_cells,1177.84,Socket_cells,45.87,25.13,2.14E-30,1.41E-28
WBGene00015539,C06E7.2,GABAergic_neurons,2952.24,Cholinergic_neurons,415.63,7.09,2.14E-30,1.41E-28
WBGene00010994,lgc-25,Coelomocytes,1252.77,Pharyngeal_neurons,38.69,31.56,2.28E-30,1.49E-28
WBGene00004740,scd-2,Ciliated_sensory_neurons,1776.49,Other_interneurons,143.47,12.30,2.65E-30,1.73E-28
WBGene00015136,B0304.4,Germline,35.37,Body_wall_muscle,0.28,27.57,2.80E-30,1.82E-28
WBGene00007827,C30H6.10,Pharyngeal_neurons,2039.59,Pharyngeal_muscle,26.91,73.08,2.85E-30,1.85E-28
WBGene00003748,nlp-10,flp-1(+)_interneurons,4153.65,Other_interneurons,435.85,9.51,3.28E-30,2.12E-28
WBGene00022718,ZK370.4,Cholinergic_neurons,1114.95,Germline,481.06,2.31,3.42E-30,2.20E-28
WBGene00015117,B0294.1,Ciliated_sensory_neurons,1507.98,Touch_receptor_neurons,52.53,28.17,4.77E-30,3.06E-28
WBGene00020360,math-41,Intestine,718.62,Socket_cells,7.63,83.22,4.98E-30,3.19E-28
WBGene00004301,ram-5,Socket_cells,3005.02,Excretory_cells,11.75,235.72,5.48E-30,3.49E-28
WBGene00010514,K02E11.5,Am/PH_sheath_cells,1067.20,Socket_cells,32.99,31.40,5.76E-30,3.66E-28
WBGene00020722,T23B12.8,Intestinal/rectal_muscle,2067.71,flp-1(+)_interneurons,81.12,25.18,9.19E-30,5.82E-28
WBGene00017937,F30H5.3,Pharyngeal_epithelia,5016.84,Pharyngeal_muscle,905.51,5.53,1.01E-29,6.39E-28
WBGene00014039,ZK662.2,Pharyngeal_epithelia,5666.83,Pharyngeal_muscle,1046.07,5.41,1.11E-29,6.97E-28
WBGene00013485,Y69H2.10,Am/PH_sheath_cells,1227.50,Socket_cells,27.86,42.53,1.17E-29,7.34E-28
WBGene00016427,C34H4.5,Seam_cells,870.31,Non-seam_hypodermis,284.84,3.04,1.54E-29,9.62E-28
WBGene00003750,nlp-12,Other_interneurons,5243.75,Distal_tip_cells,92.47,56.10,1.66E-29,1.03E-27
WBGene00022645,ZK6.11,Intestine,640.43,GABAergic_neurons,8.53,67.18,1.76E-29,1.09E-27
WBGene00000998,dig-1,Coelomocytes,71143.49,Sex_myoblasts,17650.04,4.03,1.83E-29,1.13E-27
WBGene00019017,F57F4.4,Intestine,2803.41,Rectum,11.81,218.91,1.91E-29,1.18E-27
WBGene00007228,acs-7,Intestine,365.08,Non-seam_hypodermis,7.28,44.08,2.07E-29,1.27E-27
WBGene00017514,F16F9.3,Am/PH_sheath_cells,615.84,Vulval_precursors,2.80,161.89,2.09E-29,1.29E-27
WBGene00000437,ceh-13,GABAergic_neurons,633.94,Seam_cells,52.26,11.90,2.18E-29,1.33E-27
WBGene00013548,Y75B8A.11,Pharyngeal_neurons,4069.13,Pharyngeal_gland,225.09,18.00,2.86E-29,1.75E-27
WBGene00010236,F58B4.3,Ciliated_sensory_neurons,1629.66,Coelomocytes,359.57,4.52,3.45E-29,2.10E-27
WBGene00021852,Y54F10AM.8,Intestine,723.90,Socket_cells,15.46,43.97,4.48E-29,2.72E-27
WBGene00008861,F15D4.4,Pharyngeal_gland,1658.84,Oxygen_sensory_neurons,52.74,30.87,5.02E-29,3.04E-27
WBGene00002064,iff-1,Germline,912.98,Pharyngeal_gland,24.84,35.33,5.31E-29,3.20E-27
WBGene00000955,des-2,Other_interneurons,4472.66,Touch_receptor_neurons,655.79,6.81,5.94E-29,3.57E-27
WBGene00003957,pcp-2,Intestine,299.15,Coelomocytes,7.56,34.94,7.58E-29,4.55E-27
WBGene00014183,ZK1025.3,Seam_cells,5022.99,Rectum,179.93,27.76,7.89E-29,4.72E-27
WBGene00008897,F16H6.7,Body_wall_muscle,62.12,Seam_cells,1.45,25.32,8.79E-29,5.24E-27
WBGene00021503,ctsa-2,Intestine,465.52,Ciliated_sensory_neurons,21.36,20.82,1.03E-28,6.10E-27
WBGene00004168,pqn-88,Pharyngeal_gland,984.08,Socket_cells,3.17,235.96,1.16E-28,6.87E-27
WBGene00004778,ser-3,flp-1(+)_interneurons,4145.32,Ciliated_sensory_neurons,601.36,6.88,1.28E-28,7.54E-27
WBGene00000786,cpr-6,Intestine,311.08,Coelomocytes,5.76,45.99,1.30E-28,7.65E-27
WBGene00000692,col-118,Excretory_cells,2930.45,Vulval_precursors,287.20,10.17,1.36E-28,7.99E-27
WBGene00018937,F56B6.6,Pharyngeal_gland,1172.88,Pharyngeal_neurons,23.95,47.02,1.48E-28,8.65E-27
WBGene00020294,T06F4.1,GABAergic_neurons,3262.70,Cholinergic_neurons,553.86,5.88,1.63E-28,9.50E-27
WBGene00000677,col-103,Seam_cells,4375.08,Vulval_precursors,1316.81,3.32,1.82E-28,1.06E-26
WBGene00020862,fip-2,Pharyngeal_gland,2449.48,Pharyngeal_neurons,101.60,23.87,1.95E-28,1.13E-26
WBGene00015851,C16C8.13,Germline,40.04,Body_wall_muscle,0.02,39.23,2.18E-28,1.26E-26
WBGene00000788,cpz-1,Intestine,545.89,Body_wall_muscle,117.60,4.60,2.28E-28,1.31E-26
WBGene00017761,F23H11.6,Pharyngeal_gland,1491.49,Oxygen_sensory_neurons,62.60,23.45,2.35E-28,1.35E-26
WBGene00017247,F08D12.3,Pharyngeal_gland,1616.51,Pharyngeal_muscle,24.92,62.36,3.92E-28,2.25E-26
WBGene00022038,Y65B4BL.6,Excretory_cells,3512.38,Socket_cells,293.90,11.91,4.03E-28,2.31E-26
WBGene00019712,M01E11.3,Germline,316.80,Cholinergic_neurons,26.59,11.48,5.13E-28,2.93E-26
WBGene00016702,C46A5.6,Germline,331.27,Ciliated_sensory_neurons,29.30,10.93,6.58E-28,3.75E-26
WBGene00000742,col-169,Non-seam_hypodermis,3727.47,Seam_cells,1855.18,2.01,8.47E-28,4.81E-26
WBGene00022073,Y67D8C.9,GABAergic_neurons,4414.59,Socket_cells,514.23,8.57,9.93E-28,5.62E-26
WBGene00000497,chs-2,Pharyngeal_epithelia,3347.88,Pharyngeal_muscle,525.68,6.36,1.38E-27,7.81E-26
WBGene00011313,T01B7.8,Pharyngeal_muscle,515.56,Intestine,1.91,177.35,1.68E-27,9.44E-26
WBGene00006603,tps-2,Intestine,3053.54,Body_wall_muscle,1274.89,2.39,2.70E-27,1.52E-25
WBGene00002055,ifc-1,Intestine,199.19,Seam_cells,0.75,114.10,4.19E-27,2.35E-25
WBGene00019273,H43E16.1,Intestine,572.35,Other_interneurons,15.25,35.22,4.38E-27,2.45E-25
WBGene00000069,acy-2,Canal_associated_neurons,2436.24,Pharyngeal_neurons,66.40,36.15,4.40E-27,2.45E-25
WBGene00013960,cutl-8,Socket_cells,1658.20,Oxygen_sensory_neurons,55.99,29.09,4.44E-27,2.47E-25
WBGene00000501,cho-1,Cholinergic_neurons,2425.50,Oxygen_sensory_neurons,220.68,10.94,4.49E-27,2.49E-25
WBGene00000481,cha-1,Cholinergic_neurons,1802.19,Pharyngeal_neurons,87.46,20.37,5.70E-27,3.15E-25
WBGene00004422,rpl-11.1,Germline,3466.21,Sex_myoblasts,712.16,4.86,5.79E-27,3.19E-25
WBGene00000219,asp-6,Intestine,1014.40,Canal_associated_neurons,17.11,56.00,6.93E-27,3.81E-25
WBGene00013284,daf-22,Intestine,714.50,Non-seam_hypodermis,102.41,6.91,7.85E-27,4.30E-25
WBGene00005606,srj-18,Ciliated_sensory_neurons,228.30,Germline,0.25,181.99,9.21E-27,5.03E-25
WBGene00020743,mam-8,Socket_cells,1527.50,Am/PH_sheath_cells,99.38,15.22,1.02E-26,5.58E-25
WBGene00206525,R74.10,Pharyngeal_neurons,1641.37,Pharyngeal_muscle,22.16,70.86,1.08E-26,5.85E-25
WBGene00010559,K04D7.6,Ciliated_sensory_neurons,141.12,Body_wall_muscle,0.37,103.37,1.15E-26,6.25E-25
WBGene00013198,Y54E5A.2,Canal_associated_neurons,1403.42,Ciliated_sensory_neurons,29.35,46.25,1.29E-26,6.98E-25
WBGene00000215,asp-2,Intestine,863.33,Pharyngeal_neurons,29.76,28.06,1.41E-26,7.59E-25
WBGene00001113,dur-1,Body_wall_muscle,1787.01,Intestinal/rectal_muscle,317.94,5.60,1.43E-26,7.70E-25
WBGene00013701,Y106G6D.4,Intestinal/rectal_muscle,299.50,Body_wall_muscle,2.05,98.16,1.48E-26,7.92E-25
WBGene00006756,unc-17,Cholinergic_neurons,3469.21,Pharyngeal_neurons,458.49,7.55,1.77E-26,9.48E-25
WBGene00001466,flr-2,Pharyngeal_neurons,3000.79,Oxygen_sensory_neurons,205.28,14.55,1.82E-26,9.71E-25
WBGene00002174,itx-1,Intestine,1093.81,Canal_associated_neurons,34.30,30.99,1.95E-26,1.04E-24
WBGene00006309,sul-2,flp-1(+)_interneurons,3305.79,Other_interneurons,363.94,9.06,2.06E-26,1.09E-24
WBGene00019599,K09H11.1,Intestine,332.75,Non-seam_hypodermis,6.66,43.44,2.51E-26,1.33E-24
WBGene00008554,F07C6.3,Am/PH_sheath_cells,1934.01,flp-1(+)_interneurons,135.83,14.13,3.08E-26,1.63E-24
WBGene00001598,glh-1,Germline,686.23,Pharyngeal_muscle,35.07,19.03,6.83E-26,3.59E-24
WBGene00019489,K07E1.1,Non-seam_hypodermis,373.55,Pharyngeal_epithelia,18.68,18.98,7.66E-26,4.02E-24
WBGene00050934,T19C9.10,Seam_cells,52.77,Germline,0.06,50.02,9.18E-26,4.81E-24
WBGene00000783,cpr-3,Intestine,332.82,Ciliated_sensory_neurons,7.51,39.09,9.81E-26,5.12E-24
WBGene00011380,T02E1.8,Distal_tip_cells,992.94,Cholinergic_neurons,26.85,35.66,1.03E-25,5.35E-24
WBGene00000114,alh-8,Body_wall_muscle,1399.53,Intestine,474.39,2.94,1.04E-25,5.39E-24
WBGene00006585,tni-3,Intestinal/rectal_muscle,1650.75,Body_wall_muscle,449.99,3.66,1.19E-25,6.18E-24
WBGene00012929,rsks-1,Intestine,629.21,Germline,198.68,3.15,1.26E-25,6.50E-24
WBGene00003738,nid-1,Distal_tip_cells,10264.79,Touch_receptor_neurons,1587.07,6.46,1.27E-25,6.54E-24
WBGene00020126,flp-26,Pharyngeal_neurons,2187.89,Pharyngeal_gland,40.79,52.36,1.93E-25,9.93E-24
WBGene00010262,droe-4,Ciliated_sensory_neurons,1261.40,Oxygen_sensory_neurons,33.10,37.00,1.97E-25,1.01E-23
WBGene00016877,C52D10.3,Intestine,271.09,Coelomocytes,3.89,55.39,2.06E-25,1.05E-23
WBGene00018138,folt-2,Intestine,520.19,Other_interneurons,15.46,31.60,2.07E-25,1.06E-23
WBGene00023417,swm-1,Ciliated_sensory_neurons,260.73,Body_wall_muscle,49.21,5.19,2.07E-25,1.06E-23
WBGene00019002,F57B10.4,Germline,374.48,Intestine,8.45,39.62,2.49E-25,1.26E-23
WBGene00010658,K08D8.4,Intestine,130.61,Body_wall_muscle,0.14,114.39,4.18E-25,2.12E-23
WBGene00044354,ZK418.11,Ciliated_sensory_neurons,188.50,Body_wall_muscle,0.36,138.41,4.27E-25,2.16E-23
WBGene00013874,ZC376.2,Intestine,162.93,Germline,0.42,115.04,4.55E-25,2.29E-23
WBGene00012942,Y47D3B.6,Pharyngeal_epithelia,16486.82,Pharyngeal_muscle,4519.06,3.65,6.48E-25,3.26E-23
WBGene00000907,daf-11,Ciliated_sensory_neurons,1087.24,Sex_myoblasts,7.84,122.99,1.00E-24,5.03E-23
WBGene00011436,T04F3.1,Excretory_cells,9762.35,Non-seam_hypodermis,2369.93,4.12,1.09E-24,5.46E-23
WBGene00010594,swt-5,Seam_cells,214.99,Ciliated_sensory_neurons,4.42,39.70,1.17E-24,5.86E-23
WBGene00000906,daf-10,flp-1(+)_interneurons,4488.10,Ciliated_sensory_neurons,797.81,5.62,1.18E-24,5.88E-23
WBGene00022562,ZC204.12,Intestine,250.76,Coelomocytes,4.32,47.14,1.22E-24,6.07E-23
WBGene00008170,C48B4.7,Germline,182.93,Cholinergic_neurons,6.61,24.03,1.85E-24,9.18E-23
WBGene00001557,gcy-37,Oxygen_sensory_neurons,1394.51,Touch_receptor_neurons,19.01,69.69,2.29E-24,1.13E-22
WBGene00018350,ifo-1,Intestine,828.21,flp-1(+)_interneurons,9.09,82.06,2.72E-24,1.34E-22
WBGene00011487,T05E12.6,Intestine,401.44,Vulval_precursors,2.14,127.94,2.81E-24,1.38E-22
WBGene00007854,C31H5.1,Am/PH_sheath_cells,763.18,Oxygen_sensory_neurons,11.04,63.39,3.15E-24,1.54E-22
WBGene00004061,pmp-4,Intestine,683.52,Non-seam_hypodermis,108.07,6.27,3.20E-24,1.57E-22
WBGene00000031,abu-8,Pharyngeal_epithelia,15373.28,Pharyngeal_muscle,4289.30,3.58,4.27E-24,2.09E-22
WBGene00005018,sqt-3,Rectum,20015.22,Non-seam_hypodermis,4810.63,4.16,4.43E-24,2.16E-22
WBGene00020075,math-35,Intestine,182.17,Seam_cells,0.54,118.38,5.13E-24,2.49E-22
WBGene00004264,qua-1,Rectum,5550.48,Non-seam_hypodermis,985.54,5.63,7.20E-24,3.49E-22
WBGene00008572,F08B12.4,Coelomocytes,2406.02,Pharyngeal_muscle,412.54,5.82,8.01E-24,3.87E-22
WBGene00011266,R13H4.8,Pharyngeal_muscle,417.62,Pharyngeal_epithelia,12.17,31.71,8.84E-24,4.27E-22
WBGene00003959,pcp-4,Intestine,228.28,Coelomocytes,2.50,65.14,1.06E-23,5.08E-22
WBGene00012632,Y38H6C.20,Pharyngeal_neurons,1001.22,Pharyngeal_epithelia,35.84,27.17,1.30E-23,6.25E-22
WBGene00013901,ugt-16,Intestine,623.10,Intestinal/rectal_muscle,3.85,128.56,1.38E-23,6.63E-22
WBGene00012304,cutl-4,Socket_cells,798.55,GABAergic_neurons,3.78,167.19,1.60E-23,7.67E-22
WBGene00002974,lev-1,GABAergic_neurons,504.12,Body_wall_muscle,118.90,4.20,1.69E-23,8.07E-22
WBGene00009008,F21D5.3,Intestine,855.87,Intestinal/rectal_muscle,61.21,13.76,2.11E-23,1.00E-21
WBGene00007883,C33A12.4,Ciliated_sensory_neurons,1645.97,Socket_cells,156.23,10.47,2.64E-23,1.25E-21
WBGene00009806,F47B8.5,Seam_cells,167.69,Coelomocytes,13.72,11.39,2.72E-23,1.29E-21
WBGene00018025,F35A5.2,Pharyngeal_gland,791.93,Pharyngeal_muscle,7.15,97.21,3.17E-23,1.50E-21
WBGene00011888,cutl-15,flp-1(+)_interneurons,3543.17,Oxygen_sensory_neurons,345.88,10.21,3.31E-23,1.56E-21
WBGene00020893,T28C12.6,Pharyngeal_epithelia,1058.12,Pharyngeal_muscle,65.05,16.02,3.55E-23,1.67E-21
WBGene00011364,T02B5.3,Intestine,222.40,Coelomocytes,1.06,107.98,3.76E-23,1.77E-21
WBGene00019682,K12H4.7,Intestine,839.54,Pharyngeal_muscle,59.03,13.98,3.99E-23,1.87E-21
WBGene00018692,F52E1.2,Am/PH_sheath_cells,1413.28,Excretory_cells,21.42,63.03,4.60E-23,2.15E-21
WBGene00021649,Y47G6A.25,Germline,133.07,Coelomocytes,5.11,21.77,6.43E-23,3.00E-21
WBGene00044582,B0222.11,Am/PH_sheath_cells,393.24,Ciliated_sensory_neurons,11.73,30.89,6.86E-23,3.19E-21
WBGene00007615,set-31,Germline,108.80,Body_wall_muscle,33.20,3.18,7.14E-23,3.31E-21
WBGene00020997,gpa-18,Ciliated_sensory_neurons,774.64,GABAergic_neurons,11.57,61.61,8.17E-23,3.78E-21
WBGene00001118,dyf-2,Ciliated_sensory_neurons,1235.68,Oxygen_sensory_neurons,49.72,24.36,8.21E-23,3.79E-21
WBGene00008603,F09B9.4,Body_wall_muscle,505.62,Vulval_precursors,53.48,9.28,8.51E-23,3.92E-21
WBGene00006936,glp-4,Intestine,964.86,Germline,342.89,2.81,8.74E-23,4.02E-21
WBGene00009514,F37H8.5,Body_wall_muscle,594.40,Intestinal/rectal_muscle,44.29,13.13,9.50E-23,4.36E-21
WBGene00020579,T19D12.4,Intestine,832.11,Canal_associated_neurons,20.61,38.50,1.03E-22,4.71E-21
WBGene00011397,T03E6.8,Intestine,154.00,Seam_cells,0.51,102.21,1.13E-22,5.17E-21
WBGene00001059,dpf-6,Pharyngeal_epithelia,816.02,Non-seam_hypodermis,173.66,4.67,1.22E-22,5.55E-21
WBGene00003411,mrp-5,Intestine,1870.51,Somatic_gonad_precursors,376.43,4.96,1.59E-22,7.22E-21
WBGene00015713,C12D12.1,Intestine,356.84,Pharyngeal_epithelia,13.00,25.49,1.69E-22,7.68E-21
WBGene00008028,scl-6,Pharyngeal_gland,2147.43,Rectum,19.76,103.46,1.88E-22,8.52E-21
WBGene00000664,col-89,Socket_cells,1230.07,Touch_receptor_neurons,53.20,22.69,1.92E-22,8.65E-21
WBGene00009109,degt-1,Pharyngeal_neurons,2419.31,Pharyngeal_muscle,140.27,17.13,1.92E-22,8.66E-21
WBGene00016943,acdh-1,Intestine,492.66,Non-seam_hypodermis,65.98,7.36,1.95E-22,8.77E-21
WBGene00000967,dhs-3,Intestine,1437.01,Excretory_cells,33.48,41.68,2.11E-22,9.44E-21
WBGene00021818,Y53G8B.2,Non-seam_hypodermis,265.69,Body_wall_muscle,86.43,3.04,2.21E-22,9.90E-21
WBGene00003553,nas-37,Rectum,1815.66,Non-seam_hypodermis,163.08,11.07,2.53E-22,1.13E-20
WBGene00017299,molo-1,GABAergic_neurons,240.26,Body_wall_muscle,15.51,14.55,3.07E-22,1.37E-20
WBGene00017998,F33D4.6,Rectum,3780.86,Non-seam_hypodermis,611.58,6.17,3.15E-22,1.40E-20
WBGene00009221,acs-2,Body_wall_muscle,489.53,Cholinergic_neurons,147.76,3.29,4.07E-22,1.80E-20
WBGene00011803,T16G12.1,Intestine,617.17,Oxygen_sensory_neurons,22.08,26.74,4.30E-22,1.90E-20
WBGene00009879,F49C12.10,Canal_associated_neurons,1248.73,Pharyngeal_gland,1.95,423.32,4.61E-22,2.04E-20
WBGene00011757,cht-2,Pharyngeal_epithelia,1258.77,Pharyngeal_muscle,109.15,11.43,4.94E-22,2.18E-20
