Table S10: Differential expression test results for posterior vs. other intestine.,,,,,
gene_id,symbol,q-value,posterior TPM,other TPM,"moderated log2
(posterior / other)"
WBGene00021534,mvk-1,0.456105740190286,324.895,649.055,-0.994
WBGene00000088,aex-5,0.45793862494808,467.878,237.297,0.973
WBGene00000238,bar-1,0.45793862494808,94.944,21.545,2.074
WBGene00001403,fbl-1,0.45793862494808,533.653,300.849,0.822
WBGene00004463,rpn-7,0.45793862494808,54.498,28.074,0.906
WBGene00016739,pitr-1,0.45793862494808,216.284,60.037,1.825
WBGene00022458,prp-31,0.458151879278525,54.510,24.643,1.088
WBGene00000065,act-3,0.461092130001374,126.786,30.863,1.992
WBGene00001819,haf-9,0.462703989319675,551.849,903.579,-0.709
WBGene00002004,hsf-1,0.462703989319675,247.546,110.053,1.156
WBGene00003613,nhr-14,0.462703989319675,163.423,91.593,0.820
WBGene00003947,pbs-1,0.462703989319675,69.594,20.069,1.724
WBGene00007885,ugt-21,0.462703989319675,68.349,246.823,-1.832
WBGene00011775,T14G10.5,0.462703989319675,157.498,90.152,0.789
WBGene00020269,erfa-1,0.462703989319675,149.035,95.387,0.629
WBGene00020932,dhod-1,0.462703989319675,63.395,106.166,-0.721
WBGene00012126,T28D6.6,0.466474019360714,173.596,78.682,1.123
WBGene00022014,Y61A9LA.1,0.466474019360714,17.283,71.226,-1.962
WBGene00007110,leo-1,0.466567620734168,66.341,21.155,1.582
WBGene00011308,R186.7,0.468941543207264,48.192,86.174,-0.809
WBGene00006372,syx-2,0.471615283087896,67.426,19.564,1.713
WBGene00010752,K10G4.3,0.471615283087896,183.443,56.864,1.665
WBGene00016269,C30G4.4,0.471615283087896,30.705,99.994,-1.657
WBGene00019241,H24K24.4,0.47205126799617,54.540,80.659,-0.538
WBGene00001262,emb-8,0.474251635200573,469.035,856.618,-0.866
WBGene00001332,eri-1,0.474552413177632,48.861,21.618,1.111
WBGene00004482,rps-13,0.474552413177632,342.736,579.401,-0.753
WBGene00004875,smd-1,0.474552413177632,691.541,385.815,0.838
WBGene00004930,sod-1,0.474552413177632,77.625,14.319,2.341
WBGene00006728,ubq-2,0.474552413177632,184.974,378.870,-1.027
WBGene00014001,pyk-2,0.474552413177632,43.689,150.388,-1.751
WBGene00021325,Y34B4A.9,0.474552413177632,78.959,14.521,2.347
WBGene00001470,baz-2,0.474906396013586,250.822,96.575,1.362
WBGene00010471,cdr-6,0.475870009109347,61.613,127.012,-1.020
WBGene00001324,eor-1,0.476193397098029,229.335,72.335,1.645
WBGene00007857,C31H5.6,0.476193397098029,0.000,74.616,-6.221
WBGene00010342,F59F5.3,0.476193397098029,55.261,14.879,1.799
WBGene00021320,Y34B4A.4,0.476193397098029,81.359,17.934,2.103
WBGene00007362,cyp-35C1,0.480924858879401,80.408,252.503,-1.633
WBGene00012961,Y47H10A.5,0.480924858879401,102.265,275.976,-1.418
WBGene00004700,rsp-3,0.487490366112049,12.533,49.416,-1.868
WBGene00016957,atic-1,0.487490366112049,215.031,98.930,1.106
WBGene00020216,trap-2,0.487490366112049,26.572,59.222,-1.103
WBGene00001854,hil-3,0.488384968441475,60.265,15.414,1.876
WBGene00003414,mrp-8,0.488384968441475,60.081,21.974,1.387
WBGene00004300,ram-2,0.488384968441475,51.730,17.112,1.514
WBGene00004421,rpl-10,0.488384968441475,204.607,398.201,-0.954
WBGene00004882,smg-4,0.488384968441475,62.528,13.627,2.096
WBGene00005002,spp-17,0.488384968441475,73.768,214.414,-1.520
WBGene00007533,cbl-1,0.488384968441475,12.850,63.613,-2.199
WBGene00012828,Y43F8C.6,0.488384968441475,48.634,21.891,1.087
WBGene00018319,hda-6,0.488384968441475,234.880,102.978,1.176
WBGene00022087,Y69A2AR.16,0.488384968441475,297.027,183.459,0.687
WBGene00044073,tag-244,0.488384968441475,91.636,15.332,2.488
WBGene00235340,C45G7.13,0.488384968441475,12.883,49.627,-1.838
WBGene00022847,ZK1055.6,0.489214763323925,598.785,339.664,0.814
WBGene00000396,cdh-4,0.490016033893549,255.835,114.136,1.152
WBGene00017510,nhr-178,0.490016033893549,0.000,53.373,-5.738
WBGene00012676,pro-3,0.490255714381357,473.759,313.297,0.592
WBGene00022562,ZC204.12,0.490255714381357,145.439,297.644,-1.023
WBGene00004430,rpl-18,0.490927016626359,452.998,739.940,-0.705
WBGene00003172,mec-8,0.501903569920815,44.792,77.102,-0.752
WBGene00016162,crh-2,0.501903569920815,374.653,185.035,1.010
WBGene00021322,Y34B4A.6,0.505995495334633,162.875,49.601,1.687
WBGene00017834,F26F12.3,0.506553583594983,188.500,412.195,-1.121
WBGene00022413,Y102A11A.3,0.506553583594983,601.680,888.917,-0.561
WBGene00010557,mspn-1,0.507628323993962,40.402,16.237,1.229
WBGene00021210,Y18H1A.4,0.507628323993962,50.105,13.141,1.825
WBGene00002850,let-716,0.507995818171854,1108.033,750.245,0.561
WBGene00003182,mef-2,0.507995818171854,133.025,69.671,0.913
WBGene00001240,elo-2,0.516587376680246,49.006,139.216,-1.477
WBGene00009482,F36G3.1,0.516587376680246,204.815,458.992,-1.157
WBGene00004031,pis-1,0.51802576229823,159.285,71.432,1.137
WBGene00021895,clec-84,0.518701340013854,259.012,102.541,1.323
WBGene00004478,rps-9,0.519181600521651,390.140,526.435,-0.429
WBGene00015122,B0302.5,0.519181600521651,48.472,14.382,1.656
WBGene00016794,C49H3.9,0.519181600521651,65.528,8.263,2.823
WBGene00007907,C34B4.2,0.522781591085934,251.636,132.194,0.918
WBGene00008666,F10G8.8,0.525216016494096,192.087,79.148,1.261
WBGene00009829,F47G9.1,0.525216016494096,84.614,46.562,0.831
WBGene00004917,snr-4,0.526499383249305,43.732,11.097,1.854
WBGene00003090,lys-1,0.527198633814446,80.002,235.386,-1.539
WBGene00017123,maoc-1,0.527198633814446,47.866,68.746,-0.492
WBGene00022219,Y73B3A.18,0.527198633814446,131.663,39.596,1.697
WBGene00008477,clec-17,0.528766173477026,0.000,64.821,-6.018
WBGene00003515,myo-3,0.530263095639228,123.900,62.218,0.971
WBGene00011415,him-18,0.531726257431244,20.669,59.063,-1.447
WBGene00013924,rad-23,0.531726257431244,38.478,11.134,1.665
WBGene00018647,F49F1.7,0.531726257431244,0.000,58.369,-5.867
WBGene00016431,C35A11.4,0.533885789585679,6.075,60.157,-3.088
WBGene00020813,T25G12.6,0.534492215836421,0.000,61.437,-5.941
WBGene00003635,nhr-45,0.53514414780618,317.176,178.148,0.824
WBGene00002037,hum-4,0.537992530805143,453.245,289.993,0.639
WBGene00003066,lpl-1,0.537992530805143,87.665,35.791,1.253
WBGene00009797,F46G10.2,0.537992530805143,49.690,46.213,0.074
WBGene00011207,R10E8.1,0.537992530805143,724.503,428.195,0.755
WBGene00012701,Y39B6A.43,0.537992530805143,54.373,5.838,2.991
WBGene00015641,C09E7.7,0.538264416290687,20.688,59.633,-1.459
WBGene00000788,cpz-1,0.539703657382662,350.289,615.100,-0.808
WBGene00017983,F32D1.3,0.539936799032046,12.189,56.189,-2.091
WBGene00006383,taf-2,0.544008278334043,19.435,52.129,-1.351
WBGene00000813,csn-1,0.544943292994995,86.610,31.947,1.394
WBGene00002139,inx-17,0.544943292994995,81.990,149.206,-0.846
WBGene00004166,pqn-85,0.544943292994995,594.888,396.585,0.581
WBGene00004264,qua-1,0.544943292994995,17.087,47.828,-1.403
WBGene00008043,C40H1.8,0.544943292994995,127.962,246.466,-0.934
WBGene00010496,sec-12,0.544943292994995,9.476,55.046,-2.394
WBGene00014836,T09F5.12,0.544943292994995,6.352,62.345,-3.084
WBGene00020865,T27E4.7,0.544943292994995,82.334,33.976,1.235
WBGene00021388,Y37F4.7,0.544943292994995,0.000,60.932,-5.929
WBGene00022860,ZK1193.4,0.544943292994995,0.000,57.525,-5.846
WBGene00015512,mthf-1,0.546569640597499,451.006,176.184,1.348
WBGene00006951,wrt-5,0.547260465895505,21.285,64.408,-1.531
WBGene00006436,ttn-1,0.548011363351595,663.718,376.838,0.813
WBGene00015429,sor-3,0.548011363351595,37.139,7.535,2.121
WBGene00015778,got-2.2,0.548011363351595,18.608,43.781,-1.159
WBGene00018051,che-10,0.548011363351595,1269.305,2131.130,-0.746
WBGene00020390,T10B5.4,0.548011363351595,48.195,8.044,2.414
WBGene00006561,tcl-2,0.54945628406123,26.545,34.908,-0.342
WBGene00021427,Y38F2AR.9,0.54945628406123,1.585,42.299,-4.032
WBGene00006396,taf-12,0.549469863443559,129.366,43.034,1.555
WBGene00020188,T03F1.6,0.552003138440471,53.980,10.544,2.225
WBGene00012253,clec-50,0.564323969390317,773.671,451.902,0.773
WBGene00000378,cct-2,0.569413697022472,163.315,75.307,1.098
WBGene00002232,kpc-1,0.576080494075367,158.701,253.358,-0.666
WBGene00006882,vab-19,0.576080494075367,69.836,121.355,-0.777
WBGene00015728,C13A10.1,0.576083321117797,152.397,50.809,1.557
WBGene00009192,F27E5.1,0.57680701487948,0.000,103.371,-6.692
WBGene00009957,F53B2.8,0.57680701487948,403.830,648.697,-0.680
WBGene00008486,ugt-44,0.57691912655374,191.125,372.668,-0.956
WBGene00010967,nduo-5,0.57691912655374,346.143,523.827,-0.594
WBGene00018984,F56F10.1,0.57691912655374,319.830,539.848,-0.751
WBGene00019347,mbl-1,0.57691912655374,187.598,85.446,1.118
WBGene00020340,T08B1.1,0.57691912655374,238.893,104.913,1.173
WBGene00006815,unc-83,0.576986393425716,570.669,312.119,0.866
WBGene00016245,C30B5.4,0.576986393425716,23.851,31.142,-0.326
WBGene00015279,C01B10.4,0.584694832702508,18.554,69.457,-1.829
WBGene00017891,rgl-1,0.587702426274885,283.748,219.264,0.365
WBGene00006352,sur-6,0.588951381081406,44.962,71.412,-0.636
WBGene00004999,spp-14,0.589025326496183,38.987,69.822,-0.804
WBGene00008099,C44H9.4,0.589274399455692,0.000,76.043,-6.249
WBGene00018602,F48D6.4,0.589274399455692,3.426,27.195,-2.619
WBGene00000219,asp-6,0.590996433108364,677.425,1154.160,-0.767
WBGene00000880,cyn-4,0.590996433108364,51.706,52.439,0.007
WBGene00001049,dog-1,0.590996433108364,69.821,90.479,-0.353
WBGene00004310,ras-1,0.590996433108364,18.002,55.541,-1.547
WBGene00004423,rpl-11.2,0.590996433108364,314.803,510.200,-0.692
WBGene00008400,drh-3,0.590996433108364,130.097,71.758,0.838
WBGene00009456,F36A2.9,0.590996433108364,114.190,215.463,-0.903
WBGene00009835,F47H4.2,0.590996433108364,12.606,67.050,-2.301
WBGene00010959,nduo-1,0.590996433108364,109.815,158.135,-0.513
WBGene00016115,mdt-26,0.590996433108364,62.372,48.769,0.326
WBGene00017641,csr-1,0.590996433108364,261.395,95.145,1.443
WBGene00019719,M01H9.3,0.590996433108364,541.278,316.310,0.770
WBGene00016544,math-18,0.593081716716117,9.793,67.881,-2.653
WBGene00000075,adm-4,0.594974355563533,22.979,47.335,-0.981
WBGene00000984,dhs-21,0.594974355563533,27.438,60.776,-1.096
WBGene00001394,fat-2,0.594974355563533,344.260,593.331,-0.781
WBGene00002990,lin-1,0.594974355563533,83.309,50.437,0.696
WBGene00003388,moe-3,0.594974355563533,20.270,46.240,-1.120
WBGene00004093,ppw-1,0.594974355563533,16.666,56.433,-1.676
WBGene00004493,rps-24,0.594974355563533,231.386,401.476,-0.789
WBGene00007824,C30H6.7,0.594974355563533,62.533,46.167,0.407
WBGene00008414,D2030.4,0.594974355563533,9.331,59.515,-2.526
WBGene00009820,F47B10.9,0.594974355563533,4.278,64.108,-3.603
WBGene00010428,dcn-1,0.594974355563533,34.722,57.428,-0.685
WBGene00012526,Y32B12C.3,0.594974355563533,0.000,66.988,-6.066
WBGene00013595,atg-4.1,0.594974355563533,80.952,40.065,0.979
WBGene00015894,acdh-2,0.594974355563533,0.000,54.128,-5.758
WBGene00015928,C17H12.2,0.594974355563533,9.720,51.153,-2.255
WBGene00016367,nhr-162,0.594974355563533,7.702,19.416,-1.158
WBGene00018064,cdc-73,0.594974355563533,55.561,45.824,0.247
WBGene00019072,fbxc-8,0.594974355563533,7.661,73.616,-3.087
WBGene00020089,R119.3,0.594974355563533,146.955,69.051,1.069
WBGene00021070,cpr-8,0.594974355563533,0.000,66.070,-6.046
WBGene00023489,F42A10.9,0.594974355563533,130.955,37.581,1.763
WBGene00004068,pnk-1,0.595179369213313,127.198,231.788,-0.854
WBGene00007094,B0019.2,0.596798897943437,33.929,46.087,-0.400
WBGene00017905,F28F5.6,0.596798897943437,10.399,50.644,-2.151
WBGene00004409,rla-1,0.600222476864606,224.400,416.305,-0.885
WBGene00018152,acs-4,0.601111444699586,388.481,713.500,-0.873
WBGene00001250,elt-2,0.602008442734341,83.409,43.669,0.901
WBGene00019779,M60.2,0.60347976805736,748.551,399.328,0.903
WBGene00021049,W05H9.2,0.603897944862302,19.032,58.680,-1.551
WBGene00002196,kin-10,0.605958721288787,13.194,50.414,-1.829
WBGene00008091,C44F1.1,0.605958721288787,98.686,149.311,-0.583
WBGene00010897,lact-3,0.606574225928227,157.602,412.773,-1.380
WBGene00008922,F17C11.11,0.607148201072275,153.980,206.576,-0.415
WBGene00011733,T12D8.5,0.607148201072275,76.785,115.541,-0.571
WBGene00012909,spds-1,0.607148201072275,111.588,34.870,1.637
WBGene00017948,mth-1,0.607148201072275,1308.278,778.978,0.746
WBGene00044403,fbxa-219,0.607148201072275,15.501,54.490,-1.723
WBGene00017317,attf-2,0.609394598246715,251.055,149.317,0.740
WBGene00004426,rpl-14,0.610331036265065,111.094,228.929,-1.030
WBGene00011856,T20D3.2,0.610331036265065,75.863,29.641,1.308
WBGene00012128,nra-1,0.610331036265065,10.809,34.432,-1.544
WBGene00004000,pgp-6,0.618253666504371,340.492,623.577,-0.869
WBGene00022739,toe-1,0.622613549588929,254.313,146.991,0.781
WBGene00001328,epi-1,0.622738951904793,82.377,30.762,1.375
WBGene00017699,flcn-1,0.624898724649132,234.187,151.769,0.616
WBGene00019962,cysl-3,0.624898724649132,0.000,45.118,-5.496
WBGene00019831,R02F2.1,0.630217874288808,100.040,157.011,-0.636
WBGene00000883,cyn-7,0.641218656360023,183.243,46.821,1.938
WBGene00021448,Y39D8A.1,0.641218656360023,124.193,19.339,2.610
WBGene00022642,lipl-5,0.642293560624335,250.243,106.619,1.217
WBGene00006757,unc-18,0.64283922439222,45.366,82.391,-0.829
WBGene00002027,hsr-9,0.644465445322991,316.198,220.626,0.513
WBGene00016757,C49A9.3,0.644957755616863,70.204,64.399,0.102
WBGene00004174,abu-14,0.645886539893091,4.516,37.917,-2.781
WBGene00019244,H25P19.1,0.645886539893091,110.413,18.538,2.499
WBGene00006063,sto-1,0.64705676549036,72.560,26.875,1.380
WBGene00011311,T01B7.5,0.64705676549036,118.310,78.129,0.580
WBGene00011830,cyp-29A2,0.64705676549036,87.167,23.473,1.833
WBGene00000393,cdf-1,0.649073091538953,243.287,116.586,1.049
WBGene00001591,glc-1,0.649073091538953,5.522,72.432,-3.473
WBGene00016889,lst-6,0.649073091538953,238.375,114.119,1.050
WBGene00000293,cap-2,0.649166569502158,39.567,56.107,-0.468
WBGene00001898,his-24,0.649166569502158,18.012,60.050,-1.659
WBGene00003084,lst-2,0.649166569502158,231.856,113.285,1.021
WBGene00004367,ric-8,0.649166569502158,41.988,60.453,-0.492
WBGene00004382,rnh-1.0,0.649166569502158,80.971,23.650,1.716
WBGene00004436,rpl-24.1,0.649166569502158,352.118,616.340,-0.804
WBGene00004488,rps-19,0.649166569502158,282.448,592.398,-1.063
WBGene00004884,smg-6,0.649166569502158,407.190,217.637,0.897
WBGene00004905,snf-6,0.649166569502158,259.656,98.452,1.385
WBGene00006971,zak-1,0.649166569502158,58.368,33.522,0.758
WBGene00010341,glo-3,0.649166569502158,34.771,63.886,-0.837
WBGene00010877,lact-4,0.649166569502158,263.234,478.436,-0.857
WBGene00016425,C34H4.2,0.649166569502158,135.095,44.181,1.580
WBGene00017031,D1044.6,0.649166569502158,49.710,160.720,-1.664
WBGene00019787,M70.5,0.649166569502158,21.424,56.221,-1.326
WBGene00019946,chat-1,0.649166569502158,53.501,62.157,-0.190
WBGene00020952,kel-8,0.649166569502158,49.787,125.032,-1.300
WBGene00020989,W03D8.8,0.649166569502158,0.000,78.188,-6.289
WBGene00022122,trap-1,0.649166569502158,109.161,170.723,-0.632
WBGene00022173,set-27,0.649166569502158,27.945,60.270,-1.058
WBGene00043983,C39D10.11,0.649166569502158,46.602,62.641,-0.396
WBGene00195093,Y59E9AL.36,0.649166569502158,60.601,28.484,1.039
WBGene00004274,rab-11.1,0.650819359278026,61.140,103.688,-0.739
WBGene00012464,arrd-7,0.650819359278026,30.900,47.045,-0.560
WBGene00001815,hmt-1,0.655339682822416,141.535,239.900,-0.751
WBGene00002036,hum-2,0.655339682822416,543.218,324.524,0.739
WBGene00002203,kin-20,0.655339682822416,384.145,234.535,0.706
WBGene00003411,mrp-5,0.655339682822416,1264.406,2097.419,-0.729
WBGene00006508,tns-1,0.655339682822416,45.650,22.639,0.949
WBGene00007258,hasp-1,0.655339682822416,32.371,44.896,-0.428
WBGene00009305,F32A7.4,0.655339682822416,48.860,40.527,0.235
WBGene00012354,W09C5.8,0.655339682822416,95.242,238.625,-1.310
WBGene00013080,Y51A2D.13,0.655339682822416,102.065,239.350,-1.216
WBGene00013878,atfs-1,0.655339682822416,170.691,114.988,0.557
WBGene00018645,F49F1.5,0.655339682822416,0.000,50.545,-5.659
WBGene00018734,F53A10.2,0.655339682822416,714.750,468.604,0.606
WBGene00022766,cblc-1,0.655493400081905,76.794,18.475,1.979
WBGene00022491,Y119D3B.14,0.658450963302797,11.694,49.947,-1.976
WBGene00004484,rps-15,0.659825433925156,121.909,310.466,-1.337
WBGene00007969,acs-19,0.659825433925156,124.955,175.730,-0.480
WBGene00009431,dct-17,0.659825433925156,158.733,56.193,1.473
WBGene00009523,clec-165,0.659825433925156,0.000,41.619,-5.379
WBGene00009562,flp-22,0.659825433925156,53.443,45.038,0.215
WBGene00012274,W05B5.1,0.659825433925156,165.534,90.467,0.856
WBGene00016975,nhr-173,0.659825433925156,308.103,141.164,1.116
WBGene00017080,lec-12,0.659825433925156,26.758,41.876,-0.593
WBGene00020629,T20F5.7,0.659825433925156,63.985,22.133,1.468
WBGene00021425,ppgn-1,0.659825433925156,176.207,93.608,0.897
WBGene00021906,Y55B1AR.2,0.659825433925156,51.487,105.094,-1.002
WBGene00001863,him-4,0.660392708384884,23.607,33.285,-0.436
WBGene00019580,oac-58,0.660392708384884,0.000,50.960,-5.671
WBGene00001596,gld-2,0.661320594597158,254.378,175.620,0.526
WBGene00012583,clec-4,0.661320594597158,0.000,41.871,-5.388
WBGene00019404,K05B2.4,0.661320594597158,282.274,178.070,0.657
WBGene00007556,C14A4.3,0.661780974372682,8.123,49.576,-2.442
WBGene00008905,F17B5.1,0.661780974372682,186.839,307.787,-0.712
WBGene00010964,ctc-1,0.661780974372682,6041.527,8008.664,-0.406
WBGene00011232,pck-2,0.661780974372682,3477.235,2357.301,0.560
WBGene00012130,slc-17.4,0.661780974372682,156.608,383.066,-1.281
WBGene00014013,ZK632.4,0.661780974372682,14.515,35.200,-1.182
WBGene00017077,D2096.10,0.661780974372682,17.824,47.418,-1.333
WBGene00017162,ddx-23,0.661780974372682,132.025,205.237,-0.626
WBGene00018823,F54E2.1,0.661780974372682,76.518,165.600,-1.095
WBGene00021061,W06E11.1,0.661780974372682,72.718,49.662,0.521
WBGene00021328,npr-23,0.661780974372682,129.794,176.256,-0.430
WBGene00010665,K08E3.5,0.663606013279337,145.918,238.903,-0.701
WBGene00008720,F12F6.1,0.665796461145045,120.109,177.188,-0.549
WBGene00010212,fbxa-192,0.665796461145045,261.692,132.078,0.976
WBGene00010083,F55B11.1,0.666210361611902,638.105,1133.505,-0.827
WBGene00000114,alh-8,0.666631668128568,317.180,536.102,-0.753
WBGene00004489,rps-20,0.666631668128568,131.924,246.747,-0.892
WBGene00018351,F42G2.2,0.666631668128568,354.570,557.461,-0.649
WBGene00000259,bpl-1,0.668053750430063,35.532,11.257,1.536
WBGene00000298,cat-4,0.668053750430063,5.357,74.034,-3.542
WBGene00000409,cdk-8,0.668053750430063,16.813,19.838,-0.155
WBGene00000565,cnt-1,0.668053750430063,65.017,83.254,-0.335
WBGene00000649,col-73,0.668053750430063,0.000,39.515,-5.304
WBGene00000766,coq-6,0.668053750430063,39.201,13.623,1.423
WBGene00000783,cpr-3,0.668053750430063,194.786,403.273,-1.042
WBGene00000890,sig-7,0.668053750430063,18.044,14.220,0.246
WBGene00000981,dhs-18,0.668053750430063,69.527,125.294,-0.829
WBGene00001182,egl-13,0.668053750430063,57.763,12.969,2.048
WBGene00001425,fis-2,0.668053750430063,44.993,17.327,1.296
WBGene00001578,ges-1,0.668053750430063,97.281,355.550,-1.855
WBGene00001620,glt-1,0.668053750430063,13.287,9.590,0.327
WBGene00001766,gst-18,0.668053750430063,26.153,114.656,-2.078
WBGene00001814,haf-4,0.668053750430063,381.478,612.984,-0.680
WBGene00002078,xpo-1,0.668053750430063,466.017,271.888,0.772
WBGene00002137,inx-15,0.668053750430063,34.571,101.021,-1.506
WBGene00002213,kin-32,0.668053750430063,33.224,63.940,-0.902
WBGene00002879,let-754,0.668053750430063,11.237,42.621,-1.800
WBGene00003030,lin-45,0.668053750430063,81.415,156.470,-0.925
WBGene00003107,mab-10,0.668053750430063,19.863,8.501,1.064
WBGene00003604,nhr-5,0.668053750430063,25.931,109.079,-2.018
WBGene00003778,nnt-1,0.668053750430063,19.611,49.929,-1.276
WBGene00003795,npp-9,0.668053750430063,214.298,140.922,0.595
WBGene00003798,npp-12,0.668053750430063,451.374,290.955,0.629
WBGene00004037,plc-2,0.668053750430063,328.782,560.052,-0.764
WBGene00004190,pars-2,0.668053750430063,34.869,8.649,1.853
WBGene00004273,rab-10,0.668053750430063,22.376,47.179,-1.013
WBGene00004277,rab-18,0.668053750430063,7.427,34.907,-2.050
WBGene00004356,rhi-1,0.668053750430063,27.959,23.902,0.167
WBGene00004387,rnp-4,0.668053750430063,26.809,10.103,1.272
WBGene00004410,rla-2,0.668053750430063,106.820,268.665,-1.317
WBGene00004422,rpl-11.1,0.668053750430063,8.222,30.156,-1.709
WBGene00004435,rpl-23,0.668053750430063,211.411,331.724,-0.643
WBGene00004487,rps-18,0.668053750430063,358.876,539.758,-0.585
WBGene00004768,sel-11,0.668053750430063,23.612,64.999,-1.401
WBGene00004980,spk-1,0.668053750430063,319.571,181.905,0.805
