Table S9: Differential expression test results for anterior vs. posterior body wall muscle. ,,,,,
gene_id,symbol,q-value,anterior TPM,posterior TPM,"moderated log2
(anterior / posterior)"
WBGene00000829,ctb-1,3.06E-05,5391.155,3876.338,0.476
WBGene00009812,suca-1,3.11E-05,395.978,225.966,0.803
WBGene00016266,idhg-2,3.13E-05,215.487,118.469,0.851
WBGene00008414,D2030.4,3.15E-05,196.668,95.870,1.022
WBGene00012358,W09D6.5,3.22E-05,20.177,108.825,-2.361
WBGene00007551,C13C4.7,3.26E-05,48.806,1.167,4.493
WBGene00010627,K07C5.4,3.31E-05,203.773,435.541,-1.089
WBGene00002265,lec-2,3.39E-05,534.378,335.218,0.668
WBGene00010716,lge-1,3.42E-05,44.369,0.381,5.006
WBGene00005644,srp-3,3.44E-05,56.979,1.872,4.310
WBGene00020703,T22F7.4,3.64E-05,61.449,17.956,1.697
WBGene00000263,F23H11.5,3.68E-05,255.226,152.941,0.729
WBGene00021614,Y47A7.2,3.68E-05,146.693,58.543,1.301
WBGene00001980,hmr-1,3.75E-05,63.683,164.943,-1.351
WBGene00015005,B0034.5,3.97E-05,33.049,0.973,4.066
WBGene00018340,anmt-2,4.18E-05,118.485,48.810,1.250
WBGene00013308,nuo-3,4.18E-05,144.269,76.365,0.899
WBGene00001168,eef-1A.1,4.19E-05,7689.613,10242.796,-0.413
WBGene00000232,avr-14,4.19E-05,199.888,97.513,1.021
WBGene00006537,tbb-2,4.37E-05,901.729,587.480,0.616
WBGene00010059,F54E4.3,4.71E-05,78.562,22.799,1.723
WBGene00015619,C08G9.1,4.84E-05,27.723,113.078,-1.977
WBGene00003519,nac-3,4.93E-05,230.780,154.330,0.571
WBGene00008856,F15D3.6,5.08E-05,97.555,41.767,1.190
WBGene00001167,eef-2,5.15E-05,2792.093,3826.917,-0.454
WBGene00014088,ZK809.8,5.17E-05,584.814,389.829,0.581
WBGene00017121,cyc-2.1,5.24E-05,852.822,633.376,0.427
WBGene00020209,T04C9.1,5.61E-05,76.559,21.972,1.737
WBGene00002045,icd-1,5.80E-05,666.058,956.287,-0.520
WBGene00017979,F32B5.6,5.93E-05,499.778,330.590,0.592
WBGene00009993,F53F4.11,5.95E-05,99.881,214.348,-1.087
WBGene00001480,fmo-5,6.03E-05,74.833,15.187,2.209
WBGene00016194,C28H8.3,6.25E-05,240.163,456.761,-0.921
WBGene00001430,fkb-5,6.27E-05,88.965,201.208,-1.161
WBGene00004426,rpl-14,6.30E-05,565.616,851.905,-0.588
WBGene00006739,ulp-4,6.38E-05,122.441,284.445,-1.204
WBGene00000793,crh-1,6.41E-05,156.882,66.311,1.221
WBGene00006495,cpna-1,6.41E-05,791.242,530.965,0.573
WBGene00018890,F55F8.2,6.60E-05,48.008,133.777,-1.449
WBGene00044077,tag-232,6.64E-05,62.108,21.037,1.495
WBGene00001078,dpy-19,6.76E-05,34.046,6.639,2.156
WBGene00003962,pdi-1,6.96E-05,199.369,376.889,-0.911
WBGene00018898,F55F10.1,7.15E-05,275.965,489.006,-0.820
WBGene00009664,idha-1,7.21E-05,590.658,382.423,0.623
WBGene00044283,spp-22,7.33E-05,14.026,92.461,-2.621
WBGene00003375,mlp-1,7.35E-05,242.906,149.507,0.691
WBGene00018310,F41G4.7,7.35E-05,32.475,1.491,3.704
WBGene00007907,C34B4.2,7.35E-05,580.534,373.448,0.633
WBGene00020347,ech-1.2,7.43E-05,462.076,266.885,0.787
WBGene00010556,rack-1,7.79E-05,1917.003,2732.701,-0.511
WBGene00017663,F21D12.3,7.86E-05,391.154,233.201,0.740
WBGene00006582,tmd-2,7.91E-05,256.278,187.853,0.440
WBGene00007993,idhb-1,8.25E-05,220.812,115.712,0.920
WBGene00009712,F44G4.2,8.25E-05,190.414,96.675,0.963
WBGene00008546,gfat-1,8.53E-05,11.285,68.119,-2.471
WBGene00009126,pyk-1,8.56E-05,364.230,238.985,0.602
WBGene00011794,nep-21,8.73E-05,18.086,83.873,-2.136
WBGene00017640,F20D6.11,8.90E-05,85.479,16.274,2.307
WBGene00019018,abts-3,8.90E-05,587.814,394.588,0.571
WBGene00013463,Y67H2A.5,8.90E-05,271.987,173.064,0.644
WBGene00001570,gei-13,9.10E-05,141.518,276.228,-0.955
WBGene00004449,rpl-35,9.10E-05,865.773,1203.885,-0.474
WBGene00017210,F07E5.5,9.18E-05,30.344,96.343,-1.620
WBGene00022235,sqd-1,9.20E-05,994.136,1361.224,-0.452
WBGene00007113,B0035.15,9.43E-05,60.978,22.551,1.372
WBGene00003816,asns-1,9.77E-05,1.039,49.673,-4.607
WBGene00017926,F29C4.2,0.000100450181259743,238.551,131.352,0.850
WBGene00004494,rps-25,0.000102860268806857,2091.019,2924.917,-0.483
WBGene00000674,col-99,0.000103216032882941,5.421,54.142,-3.076
WBGene00006737,ulp-2,0.000103262101691573,8.612,41.521,-2.111
WBGene00004026,phy-3,0.000106588942568511,41.303,0.737,4.571
WBGene00000181,ard-1,0.000109139770131258,133.267,61.450,1.094
WBGene00017885,dip-2,0.000109139770131258,457.767,320.244,0.511
WBGene00019333,moma-1,0.000109139770131258,105.721,43.325,1.254
WBGene00010369,chd-1,0.000110061757903333,246.537,150.736,0.700
WBGene00015680,egal-1,0.000114667657269133,108.423,58.380,0.869
WBGene00003413,mrp-7,0.000117547296226041,90.476,39.652,1.154
WBGene00004931,sod-2,0.000121867057261068,81.578,26.333,1.578
WBGene00010963,nduo-4,0.000125563599578454,3690.301,2762.735,0.417
WBGene00021691,Y48G8AL.13,0.000127407910307606,73.659,19.120,1.872
WBGene00000766,coq-6,0.000133716192140077,55.670,22.766,1.228
WBGene00019433,acdh-3,0.000136547834477555,217.776,123.069,0.812
WBGene00000175,aqp-7,0.000138466412206817,672.011,478.509,0.487
WBGene00000552,cmd-1,0.000138553038042686,727.206,525.421,0.466
WBGene00010959,nduo-1,0.000140615981745949,1820.327,1351.161,0.429
WBGene00000285,cal-1,0.000144489013641777,127.299,60.946,1.039
WBGene00002243,lad-2,0.000154848313893468,113.904,34.451,1.684
WBGene00011540,T06E6.10,0.000155516091272722,75.080,29.238,1.312
WBGene00006727,ubq-1,0.000161243524538233,520.498,382.901,0.439
WBGene00001174,egl-5,0.000164078771079122,0.000,47.522,-5.571
WBGene00011723,T12A7.2,0.000169004000861167,230.359,122.344,0.901
WBGene00006528,tba-1,0.000169979526675711,498.802,314.406,0.661
WBGene00006801,unc-68,0.00017584947437057,8013.503,6077.761,0.399
WBGene00015591,cyk-7,0.000177905034632773,0.000,28.241,-4.820
WBGene00003408,mrp-2,0.000185330675361961,41.644,13.631,1.509
WBGene00007753,C27A7.1,0.000185330675361961,38.936,2.638,3.420
WBGene00021510,frpr-19,0.000185330675361961,6.447,50.660,-2.766
WBGene00006424,ctbp-1,0.00018561296409292,32.904,0.187,4.792
WBGene00022046,Y66H1A.4,0.000187250267019569,65.192,146.069,-1.142
WBGene00004955,spd-5,0.000187821398102043,7.720,37.799,-2.116
WBGene00003561,ncr-1,0.00019048899473795,30.969,4.040,2.619
WBGene00012920,Y46G5A.35,0.000198911842623735,34.727,5.005,2.532
WBGene00000509,cka-1,0.00020057708785706,31.097,95.691,-1.576
WBGene00022745,ZK470.2,0.000200796999083096,590.792,377.715,0.642
WBGene00006608,tre-2,0.000203441234510057,636.118,452.086,0.490
WBGene00003169,mec-5,0.000210104842230529,268.935,471.739,-0.805
WBGene00019326,K02F3.2,0.000210411517568199,164.373,86.847,0.904
WBGene00001336,qars-1,0.000211223752991211,188.859,330.387,-0.799
WBGene00020029,R12C12.9,0.000211223752991211,6.754,56.231,-2.858
WBGene00009187,F27D4.1,0.00021457214974257,149.219,81.375,0.857
WBGene00002981,lgg-2,0.000216786363318921,249.781,140.301,0.822
WBGene00003578,ndx-1,0.000223595351989882,20.582,58.843,-1.447
WBGene00007350,sucl-1,0.000227446986270826,231.563,142.772,0.688
WBGene00010315,F59B2.13,0.000229712048948412,0.715,23.637,-3.785
WBGene00007108,gspd-1,0.000238164446117841,26.515,14.659,0.760
WBGene00020617,T20D4.11,0.00024568330110467,51.784,163.684,-1.633
WBGene00019401,nuo-4,0.000250450217044153,429.994,290.898,0.559
WBGene00001662,gop-3,0.000252625052421645,130.705,84.869,0.606
WBGene00010416,hxk-2,0.000257414693842145,291.855,167.659,0.791
WBGene00006310,sul-3,0.000259110540527551,42.859,1.525,4.085
WBGene00010645,fecl-1,0.000259239525784489,119.988,47.869,1.296
WBGene00022515,ttr-48,0.000269405449446342,28.528,107.595,-1.865
WBGene00006701,ubc-1,0.000271607962417553,117.064,62.467,0.883
WBGene00010444,magi-1,0.000272358743392092,23.944,94.327,-1.919
WBGene00004435,rpl-23,0.000288463994955579,1380.617,1847.889,-0.420
WBGene00011110,prdx-3,0.000297723083190939,176.878,82.870,1.077
WBGene00016333,C32F10.8,0.000303915760059562,190.006,92.674,1.020
WBGene00021439,ckr-2,0.000307510709172755,94.527,31.950,1.520
WBGene00008964,mltn-9,0.000316033728990009,33.922,3.494,2.916
WBGene00004480,rps-11,0.000319221405164064,1356.133,1786.967,-0.397
WBGene00008558,F07H5.7,0.000319510885024745,37.017,2.860,3.261
WBGene00001020,dnj-2,0.000324218640688017,16.108,48.653,-1.508
WBGene00004434,rpl-22,0.000324913512235574,646.988,874.642,-0.433
WBGene00022678,sar-1,0.000325780587289574,83.549,191.589,-1.180
WBGene00004481,rps-12,0.000332899364329878,698.572,966.275,-0.466
WBGene00022233,ipla-6,0.000335448769244864,226.906,142.627,0.660
WBGene00020417,nuo-2,0.000338775531718919,237.448,121.030,0.960
WBGene00019205,kcc-2,0.000340993262340395,264.723,180.336,0.546
WBGene00004045,pll-1,0.000341641160160323,44.680,1.555,4.128
WBGene00009161,F26E4.6,0.000343547075576944,187.257,111.659,0.733
WBGene00009531,F38B2.4,0.00035445088512535,200.302,106.346,0.900
WBGene00010918,M117.1,0.00035445088512535,51.995,28.052,0.840
WBGene00012364,zmp-4,0.000359938682594885,62.786,17.145,1.791
WBGene00021558,Y45G5AM.6,0.000365277696326797,36.476,125.805,-1.747
WBGene00020230,nep-2,0.000373408826296813,286.634,503.663,-0.808
WBGene00015954,C18B2.3,0.000380001666366326,338.432,254.731,0.404
WBGene00077771,C41G7.9,0.000389293432127389,178.709,88.815,0.993
WBGene00013682,Y105E8A.25,0.000398018292309085,398.602,250.323,0.665
WBGene00006840,unc-116,0.000410562847922853,284.651,164.440,0.783
WBGene00015177,tmc-2,0.000413354728076804,233.053,370.576,-0.663
WBGene00003218,mep-1,0.000431086459268527,231.592,161.403,0.512
WBGene00017160,F01F1.3,0.000431171421193706,68.748,30.488,1.127
WBGene00004487,rps-18,0.000433464665716443,1536.303,2076.795,-0.434
WBGene00004488,rps-19,0.000436939347412909,1487.271,1948.149,-0.388
WBGene00014232,ttll-4,0.000436939347412909,120.478,60.465,0.971
WBGene00019697,M01B12.4,0.000436939347412909,205.133,116.986,0.798
WBGene00003970,pek-1,0.000448926548532083,52.333,125.417,-1.234
WBGene00006741,unc-1,0.000461357487342844,209.266,139.774,0.572
WBGene00003559,ncl-1,0.000468410982165565,328.814,231.769,0.498
WBGene00004393,rnt-1,0.00047295296871163,9.065,49.663,-2.303
WBGene00008735,F13D2.1,0.000474247752903614,255.712,181.504,0.487
WBGene00012987,Y48C3A.3,0.000495688866345561,56.785,13.511,1.968
WBGene00002215,klc-2,0.00051529503095443,141.000,72.606,0.938
WBGene00014054,dbt-1,0.00051529503095443,185.808,99.319,0.889
WBGene00006436,ttn-1,0.000520573762919974,46333.151,36649.442,0.338
WBGene00017430,bcl-11,0.000520811555851211,226.608,141.518,0.669
WBGene00019282,mps-2,0.000533205583844055,85.186,194.663,-1.175
WBGene00003024,lin-39,0.000538877673561151,1.942,26.430,-3.167
WBGene00017597,F19C7.8,0.000555275360507231,151.693,78.890,0.925
WBGene00019760,calu-1,0.00055867995320272,982.781,1345.849,-0.452
WBGene00000380,cct-5,0.000563639863493327,510.893,770.709,-0.590
WBGene00021469,Y39G10AR.11,0.000571953112980452,79.809,50.019,0.646
WBGene00015407,C03H5.5,0.000578525283812654,101.962,50.940,0.973
WBGene00008952,F19C6.3,0.000579150023378319,35.258,1.564,3.781
WBGene00009337,uig-1,0.000584415443026039,500.466,683.826,-0.447
WBGene00019827,mop-25.1,0.000584415443026039,84.451,38.246,1.106
WBGene00011225,R10H10.7,0.000587271963463379,40.071,15.656,1.266
WBGene00020838,trak-1,0.000608888742988632,195.905,123.535,0.654
WBGene00019832,osg-1,0.000609613604374767,114.710,61.027,0.887
WBGene00008919,vps-36,0.00062672715797527,165.011,89.322,0.869
WBGene00004412,rpl-1,0.000643406276485404,2035.515,2742.582,-0.429
WBGene00012274,W05B5.1,0.000643406276485404,160.349,96.904,0.712
WBGene00004113,pqn-24,0.000646025350228874,273.280,204.450,0.412
WBGene00008438,DH11.5,0.000651715880403767,13.574,63.867,-2.132
WBGene00001214,ego-1,0.000668877633017655,32.249,3.821,2.742
WBGene00018615,F48G7.4,0.000686201621476839,26.897,1.329,3.530
WBGene00020114,pde-4,0.000686979578750122,665.175,939.102,-0.495
WBGene00014086,ZK809.3,0.000702889510580352,277.026,189.398,0.541
WBGene00009205,F28C6.5,0.000706056309246726,32.361,0.685,4.264
WBGene00000454,ceh-33,0.000706684295539699,42.563,1.406,4.145
WBGene00003515,myo-3,0.000706684295539699,4839.939,6263.165,-0.372
WBGene00003084,lst-2,0.000714144736890176,112.118,42.600,1.363
WBGene00000146,ape-1,0.000718503525351423,107.474,233.528,-1.106
WBGene00015824,C16B8.4,0.00073189341018654,17.214,68.013,-1.901
WBGene00007880,C33A12.1,0.000735734990442274,93.769,40.149,1.188
WBGene00000118,alh-12,0.000774238115294859,292.245,184.471,0.656
WBGene00002010,hsp-6,0.000779233927688198,679.944,511.205,0.409
WBGene00019895,aagr-2,0.000780574320881379,51.172,151.177,-1.535
WBGene00020915,nol-5,0.000790235070679872,120.732,245.183,-1.010
WBGene00019180,H10D18.5,0.000800264395665779,25.384,2.196,2.990
WBGene00019521,dmd-7,0.000805693721847566,137.071,67.260,1.006
WBGene00006935,vars-1,0.000811783957024631,96.817,58.301,0.707
WBGene00011944,T23D8.3,0.000817510407810379,103.907,224.828,-1.100
WBGene00004445,rpl-31,0.000835212885557172,1098.107,1498.470,-0.447
WBGene00012369,W09G3.6,0.000867436417258201,66.257,150.596,-1.163
WBGene00019168,H06I04.3,0.000891127780723442,214.584,345.786,-0.682
WBGene00011676,cyp-13A2,0.000909047748739024,0.787,33.562,-4.231
WBGene00008862,F15D4.5,0.000910851252844356,2.491,37.727,-3.434
WBGene00004037,plc-2,0.000946839210380984,31.970,1.695,3.569
WBGene00010936,ztf-14,0.000946839210380984,51.085,32.395,0.613
WBGene00017814,F26A10.2,0.000948927882972414,265.815,156.898,0.751
WBGene00019911,R06A10.4,0.000973185187475841,85.709,19.827,2.041
WBGene00006702,ubc-3,0.00100620528409138,166.969,82.301,1.003
WBGene00017309,F09F9.4,0.00104235504154631,38.858,3.342,3.162
WBGene00004951,spc-1,0.00104465784078379,747.028,543.167,0.457
WBGene00011917,T22C1.6,0.00106683585351916,236.717,158.769,0.567
WBGene00007564,mrps-22,0.00108786650506308,81.214,43.922,0.854
WBGene00022538,ZC190.4,0.00116058144886224,293.978,449.603,-0.608
WBGene00017127,E04F6.8,0.00116899227944206,1.156,34.040,-3.981
WBGene00006937,wah-1,0.00117727774927726,234.557,152.521,0.612
WBGene00006519,tag-174,0.001210490245063,296.853,187.345,0.656
WBGene00022516,mtx-2,0.001210490245063,59.326,27.362,1.065
WBGene00006066,sto-4,0.00121555101856563,130.792,84.014,0.622
WBGene00012348,pptr-1,0.001252005258987,231.534,173.427,0.409
WBGene00018145,F37C4.5,0.00129572674469813,144.373,74.767,0.930
WBGene00001371,exl-1,0.00132644919788735,29.341,3.151,2.821
WBGene00015957,del-9,0.00136008499073101,48.000,16.096,1.489
WBGene00000217,asp-4,0.00138258354886199,550.775,811.294,-0.556
WBGene00004433,rpl-21,0.00138941323252891,1175.009,1602.730,-0.447
WBGene00019955,R08C7.12,0.00145873471065111,17.076,10.546,0.565
WBGene00000188,arl-3,0.00146174422808014,186.880,109.697,0.755
WBGene00004472,rps-3,0.00146174422808014,2262.149,2957.456,-0.386
WBGene00006844,unc-120,0.00146174422808014,141.741,86.832,0.690
WBGene00009353,sdhd-1,0.00150080273360149,163.937,83.530,0.956
WBGene00010259,ric-7,0.00150997057321439,227.252,134.541,0.746
WBGene00000443,ceh-20,0.00152380335369689,70.124,48.751,0.495
WBGene00004129,pqn-42,0.00152380335369689,205.534,122.879,0.730
WBGene00044605,ttr-36,0.00152380335369689,21.338,79.351,-1.829
WBGene00008510,lipl-7,0.00154394079893447,41.801,113.533,-1.407
WBGene00002203,kin-20,0.00159419084646087,67.783,24.686,1.400
WBGene00016957,atic-1,0.00159419084646087,30.417,1.197,3.791
WBGene00017082,DC2.5,0.00170185982032047,52.747,15.198,1.703
WBGene00003048,lit-1,0.00170520133013081,231.724,153.253,0.587
WBGene00006747,unc-7,0.00170520133013081,268.545,179.055,0.577
WBGene00003849,odr-2,0.00171824552286109,23.072,0.000,4.528
WBGene00001629,gly-4,0.00173958317531996,90.858,175.762,-0.936
WBGene00004489,rps-20,0.00173958317531996,785.460,1062.082,-0.433
WBGene00003061,lpd-5,0.00175618085913615,139.566,72.379,0.928
WBGene00006749,unc-9,0.00175618085913615,124.201,74.147,0.725
WBGene00007684,C18E9.4,0.00175618085913615,133.957,62.774,1.071
WBGene00002080,xpo-3,0.00175864256918705,30.037,81.203,-1.388
WBGene00003687,nhr-97,0.00175864256918705,32.463,5.699,2.277
WBGene00015555,ufl-1,0.00175864256918705,47.825,112.012,-1.198
WBGene00000112,alh-6,0.0018076328115716,276.974,164.651,0.742
WBGene00011732,arrd-17,0.00184824960587692,252.467,171.839,0.547
WBGene00000020,abt-2,0.00187813773597732,34.240,3.203,3.026
WBGene00004473,rps-4,0.00189815546083782,2715.648,3490.324,-0.362
WBGene00004441,rpl-27,0.00193966139488317,1042.999,1344.253,-0.365
WBGene00004425,rpl-13,0.00194143086707466,1794.448,2348.391,-0.387
WBGene00021844,Y54E10BR.5,0.0019494614143421,29.807,78.020,-1.341
WBGene00009819,F47B10.8,0.00198447977030361,33.923,82.076,-1.233
WBGene00006832,unc-105,0.00200937548338508,251.540,390.713,-0.630
WBGene00011122,cpt-2,0.00207786433673418,96.529,45.103,1.066
WBGene00017980,F32B5.7,0.00211730384924251,587.794,426.608,0.459
WBGene00002280,let-2,0.00217973396617094,10450.336,13146.563,-0.331
WBGene00011891,del-6,0.00218861286044297,38.976,12.757,1.502
WBGene00013735,Y111B2A.12,0.00218861286044297,78.199,55.322,0.473
WBGene00015472,C05D9.3,0.00219812541508151,173.366,107.749,0.673
WBGene00014171,nep-26,0.00223786206500171,359.748,564.024,-0.645
WBGene00013639,Y105C5A.15,0.00225097092867432,86.087,57.655,0.554
WBGene00001854,hil-3,0.00226438142330793,9.570,45.036,-2.091
WBGene00003826,ntl-3,0.00226438142330793,141.179,67.992,1.033
WBGene00019250,H28G03.2,0.00236069392504339,121.257,80.215,0.578
WBGene00019730,asns-2,0.00238176942427717,2.580,27.811,-2.958
WBGene00004474,rps-5,0.002384432196198,3055.499,4000.395,-0.388
WBGene00020023,frpr-16,0.00241686188035915,27.386,1.490,3.459
WBGene00015186,misc-1,0.00250073326302272,73.481,27.482,1.367
WBGene00015168,pdi-6,0.00250824515939739,161.600,302.038,-0.893
WBGene00009058,F22E12.1,0.00251034473882239,537.877,760.563,-0.497
WBGene00016354,rig-6,0.00260649862502912,448.312,315.987,0.500
WBGene00017563,F18C5.10,0.00266351803736633,101.467,46.731,1.088
WBGene00011331,T01E8.1,0.00266658100625088,124.363,81.079,0.599
WBGene00019381,K04C2.3,0.002669051120423,108.538,78.164,0.455
WBGene00021350,Y37E3.8,0.00267247177595149,1294.737,1732.649,-0.419
WBGene00022284,glb-33,0.00267247177595149,35.472,6.916,2.164
WBGene00003065,lpd-9,0.00273974174477049,72.495,38.476,0.877
WBGene00020509,hex-1,0.00278656863988017,58.422,22.633,1.306
WBGene00013898,ZC443.3,0.00284954051312063,126.541,86.128,0.538
WBGene00016099,C25E10.10,0.00284954051312063,1.893,27.324,-3.240
WBGene00008388,D1086.1,0.00287623259474505,19.661,0.561,3.655
WBGene00020964,polq-1,0.0029414259751152,5.562,25.010,-1.930
WBGene00006804,unc-71,0.00301794077103732,7.988,51.125,-2.508
WBGene00013542,lron-12,0.00302534756597557,131.354,68.097,0.927
WBGene00010813,pitp-1,0.00307593722974061,21.340,2.797,2.491
WBGene00003163,mdl-1,0.0030868745480723,313.061,210.815,0.564
WBGene00015779,lrch-1,0.0030868745480723,144.417,72.758,0.969
WBGene00022128,Y71F9B.6,0.0030868745480723,18.609,4.468,1.767
WBGene00017426,F13C5.5,0.00310023269337269,14.619,1.139,2.773
WBGene00017688,ttr-35,0.00313351320633921,21.663,86.834,-1.938
WBGene00000282,cah-4,0.00314152102318198,68.898,15.792,2.037
WBGene00018285,smk-1,0.00314394448827676,275.289,206.755,0.406
WBGene00013094,Y51H1A.3,0.00315527523572123,170.904,92.863,0.865
WBGene00001160,efk-1,0.00322625222059942,192.073,319.299,-0.726
WBGene00007492,C09G9.1,0.00325122046688975,130.597,68.838,0.903
WBGene00010260,ddx-17,0.00327506225689385,317.668,490.167,-0.621
WBGene00001028,dnj-10,0.00333832346162205,84.761,56.501,0.560
WBGene00011436,T04F3.1,0.00333832346162205,17.566,2.041,2.530
WBGene00006803,unc-70,0.00334039347182932,808.638,617.496,0.387
WBGene00015687,chdp-1,0.00334039347182932,11.142,63.011,-2.376
WBGene00021839,nduf-5,0.0033526355030491,101.327,51.359,0.953
WBGene00269355,T28A11.25,0.00337165610878453,73.238,32.856,1.113
WBGene00020693,lron-8,0.00338024663126392,115.439,74.616,0.610
WBGene00004830,slo-1,0.0034059779944212,191.909,133.240,0.516
WBGene00000047,acr-8,0.00346531235514527,29.153,91.143,-1.596
WBGene00011639,ztf-17,0.00361740101402765,115.689,55.742,1.028
WBGene00012166,nuo-6,0.00362410419369316,147.303,79.603,0.870
WBGene00021522,nhr-274,0.00364618863027183,98.562,53.045,0.867
WBGene00013273,marc-5,0.00369257876189199,109.517,54.863,0.971
WBGene00012983,men-1,0.00371695679898893,248.317,148.160,0.735
WBGene00015484,atgl-1,0.00375038690525122,207.568,115.249,0.836
WBGene00008920,eef-1G,0.0037891355096229,1079.746,1382.021,-0.355
WBGene00007126,dhcr-7,0.0038051858149119,83.923,38.032,1.104
WBGene00010960,atp-6,0.00382271882808323,3731.250,2940.440,0.343
WBGene00019243,fbxb-72,0.00383965163046913,34.983,6.481,2.225
WBGene00017513,F16F9.1,0.0038462759043901,23.046,0.305,4.143
WBGene00015148,hpo-28,0.00387651912111579,321.978,225.394,0.508
WBGene00016269,C30G4.4,0.0038973343348582,33.302,84.080,-1.293
WBGene00006824,unc-95,0.00392670895037117,322.547,241.286,0.413
WBGene00017618,F20A1.6,0.00394766590693191,88.853,23.242,1.874
WBGene00001489,frm-2,0.00395071767419305,0.267,18.794,-3.891
WBGene00021528,gbb-1,0.00398848178993037,30.673,123.374,-1.962
WBGene00001154,ech-5,0.00399096932873688,51.654,19.298,1.348
WBGene00004432,rpl-20,0.00400709076193199,1775.235,2218.049,-0.320
WBGene00017659,F21C10.10,0.00400709076193199,78.107,26.793,1.491
WBGene00000209,asg-1,0.00408438015675263,76.337,42.041,0.827
WBGene00004484,rps-15,0.00408438015675263,1067.974,1374.762,-0.363
WBGene00010965,ctc-2,0.00413406707850894,3622.530,2825.495,0.358
WBGene00019759,M03F4.6,0.00413772569736244,29.472,6.725,1.932
WBGene00017538,ceh-49,0.00414463793847328,17.340,0.396,3.634
WBGene00000566,cnt-2,0.00416178157763975,75.422,37.973,0.953
WBGene00019765,M03F8.6,0.00416178157763975,17.432,2.109,2.487
WBGene00006776,unc-40,0.0042357815567608,83.862,147.648,-0.799
WBGene00008214,gem-1,0.00435899562902336,84.288,44.878,0.878
WBGene00004496,rps-27,0.00440359460853913,520.898,702.330,-0.428
WBGene00018175,F38B6.6,0.00442408587047379,1.806,29.733,-3.406
WBGene00004483,rps-14,0.00442779995464261,1814.460,2377.369,-0.389
WBGene00006823,unc-94,0.00443964767674198,657.438,491.103,0.418
WBGene00001560,gei-3,0.00444687391164668,438.120,309.549,0.497
WBGene00012909,spds-1,0.00444763846736763,15.518,5.519,1.251
WBGene00007617,rrbs-1,0.00447005811294073,56.618,129.716,-1.171
WBGene00004409,rla-1,0.00447766961602512,1476.587,1946.764,-0.398
WBGene00004427,rpl-15,0.00456299781815209,2659.627,3343.720,-0.330
WBGene00006932,vps-34,0.00457074286056503,113.915,63.020,0.831
WBGene00012911,acl-7,0.00457074286056503,0.284,18.157,-3.822
WBGene00017651,F21A9.2,0.00458505140785629,1.238,20.746,-3.212
WBGene00002263,lea-1,0.00465226002406183,341.067,247.035,0.460
WBGene00010079,F55A11.6,0.0046859612477169,40.358,16.092,1.240
WBGene00003090,lys-1,0.00480153790025706,2.751,43.762,-3.544
WBGene00009843,F48C5.2,0.00482451888768231,43.065,7.143,2.403
WBGene00001345,fos-1,0.0048681334127623,121.582,82.650,0.539
WBGene00012964,Y48A6B.3,0.0048939241931398,16.483,57.416,-1.716
WBGene00010962,ctc-3,0.00500098113057226,2793.163,2201.442,0.343
WBGene00011735,hip-1,0.0050612143060556,227.412,152.454,0.568
